name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Deception,2.0,1,5.12c,['Sport'],40,1,,,California,Rattlesnake Canyon,1,2,"['5.2', '5.8', '5.10+', '5.10d', '5.13a', '5.11c', '5.11a', '5.0', '5.13b', '5.13b', '5.9', '5.9-', '5.8', '5.8', '5.9']",
Cold Fusion,2.0,1,5.13a,['Sport'],40,1,,,California,Rattlesnake Canyon,1,0,"['5.2', '5.8', '5.10+', '5.10d', '5.11c', '5.12c', '5.11a', '5.0', '5.13b', '5.13b', '5.9', '5.9-', '5.8', '5.8', '5.9']",
Icebreaker,2.0,2,5.13b,['Sport'],40,1,,,California,Rattlesnake Canyon,1,1,"['5.2', '5.8', '5.10+', '5.10d', '5.13a', '5.11c', '5.12c', '5.11a', '5.0', '5.13b', '5.9', '5.9-', '5.8', '5.8', '5.9']",
Hot Tamale,2.0,2,5.13b,['Sport'],40,1,,,California,Rattlesnake Canyon,1,2,"['5.2', '5.8', '5.10+', '5.10d', '5.13a', '5.11c', '5.12c', '5.11a', '5.0', '5.13b', '5.9', '5.9-', '5.8', '5.8', '5.9']",
Clipper,1.0,1,5.7,['Trad'],40,1,,,California,Rattlesnake Canyon,0,0,"['5.9', '5.7+', '5.9', '5.9', '5.10a/b', '5.10a', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Swimming To Antarctica,1.0,1,5.7,['Trad'],50,1,,,California,Rattlesnake Canyon,0,0,"['5.9', '5.7+', '5.9', '5.9', '5.10a/b', '5.10a', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Election Fraud Rules,1.0,1,5.7+,['Trad'],70,1,,,California,Rattlesnake Canyon,1,0,"['5.9', '5.7', '5.9', '5.9', '5.10a/b', '5.10a', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Wild Goose Chase,2.0,3,5.7+,['Trad'],60,1,,,California,Rattlesnake Canyon,2,3,"['5.9', '5.7', '5.9', '5.9', '5.10a/b', '5.10a', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Squirty,1.0,1,5.8,['Trad'],40,1,,,California,Rattlesnake Canyon,0,0,"['5.9', '5.7', '5.7+', '5.9', '5.9', '5.10a/b', '5.10a', '5.8+', '5.10a', '5.8+', '5.10a', '5.7', '5.7+']",
The Mormon Sleepover,1.5,2,5.8+,['Trad'],70,1,,,California,Rattlesnake Canyon,2,0,"['5.9', '5.7', '5.7+', '5.9', '5.9', '5.10a/b', '5.10a', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Pluton Splendor,1.0,1,5.8+,['Trad'],50,1,,,California,Rattlesnake Canyon,2,0,"['5.9', '5.7', '5.7+', '5.9', '5.9', '5.10a/b', '5.10a', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Caterpillar,1.0,1,5.9,['Trad'],50,1,,,California,Rattlesnake Canyon,0,0,"['5.7', '5.7+', '5.9', '5.9', '5.10a/b', '5.10a', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Gropler Zorn,0.0,1,5.9,['Trad'],50,1,,,California,Rattlesnake Canyon,2,0,"['5.7', '5.7+', '5.9', '5.9', '5.10a/b', '5.10a', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Esplanade Bike Trail,1.0,1,5.9,['Trad'],50,1,,,California,Rattlesnake Canyon,1,0,"['5.7', '5.7+', '5.9', '5.9', '5.10a/b', '5.10a', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Student Body,2.0,2,5.10a,['Trad'],50,1,,,California,Rattlesnake Canyon,3,2,"['5.9', '5.7', '5.7+', '5.9', '5.9', '5.10a/b', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Mountain Lion Attack,1.0,1,5.10a,['Trad'],60,1,R,,California,Rattlesnake Canyon,1,0,"['5.9', '5.7', '5.7+', '5.9', '5.9', '5.10a/b', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Jumbo Pumping Refiners Poodle,1.0,1,5.10a,['TR'],70,1,,,California,Rattlesnake Canyon,1,0,"['5.9', '5.7', '5.7+', '5.9', '5.9', '5.10a/b', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Jumbo Pumping Love,1.0,1,5.10a/b,['TR'],70,1,,,California,Rattlesnake Canyon,1,0,"['5.9', '5.7', '5.7+', '5.9', '5.9', '5.10a', '5.8+', '5.10a', '5.8+', '5.8', '5.10a', '5.7', '5.7+']",
Postmaster Pleasure,1.7,3,5.10a,['Trad'],50,1,,,California,Rattlesnake Canyon,0,2,['5.10a'],
Librarian Lust,1.3,3,5.10a,['Trad'],40,1,,,California,Rattlesnake Canyon,2,3,['5.10a'],
Jojoba Heater,3.0,2,5.7,['Trad'],80,1,,,California,Rattlesnake Canyon,1,2,"['5.8', '5.8+', '5.8', '5.10b', '5.12a/b', '5.10a', '5.11a', '5.11b', '5.8-', '5.10b']",
Taken for Granite,3.1,60,5.8-,['Trad'],120,1,,,California,Rattlesnake Canyon,5,17,"['5.8', '5.8+', '5.8', '5.10b', '5.12a/b', '5.10a', '5.7', '5.11a', '5.11b', '5.10b']",
200 Motels,2.8,63,5.8,['Trad'],110,1,,,California,Rattlesnake Canyon,9,12,"['5.8+', '5.8', '5.10b', '5.12a/b', '5.10a', '5.7', '5.11a', '5.11b', '5.8-', '5.10b']",
Back Up Singers,2.9,9,5.8,['Trad'],180,1,,,California,Rattlesnake Canyon,4,3,"['5.8+', '5.8', '5.10b', '5.12a/b', '5.10a', '5.7', '5.11a', '5.11b', '5.8-', '5.10b']",
Approach Pitch,1.0,3,5.8+,['Trad'],80,1,PG13,,California,Rattlesnake Canyon,1,2,"['5.8', '5.8', '5.10b', '5.12a/b', '5.10a', '5.7', '5.11a', '5.11b', '5.8-', '5.10b']",
Foxtail Fryer,3.0,2,5.10a,['TR'],80,1,,,California,Rattlesnake Canyon,1,0,"['5.8', '5.8+', '5.8', '5.10b', '5.12a/b', '5.7', '5.11a', '5.11b', '5.8-', '5.10b']",
Cactus Cooler,2.3,4,5.10b,['Trad'],80,1,,,California,Rattlesnake Canyon,1,1,"['5.8', '5.8+', '5.8', '5.12a/b', '5.10a', '5.7', '5.11a', '5.11b', '5.8-', '5.10b']",
Test Pilot,3.3,3,5.10b,['Trad'],50,1,,,California,Rattlesnake Canyon,0,0,"['5.8', '5.8+', '5.8', '5.12a/b', '5.10a', '5.7', '5.11a', '5.11b', '5.8-', '5.10b']",
Pictures of Home,2.3,4,5.11a,['Trad'],50,1,,,California,Rattlesnake Canyon,4,3,"['5.8', '5.8+', '5.8', '5.10b', '5.12a/b', '5.10a', '5.7', '5.11b', '5.8-', '5.10b']",
Roy's Route,1.0,1,5.11b,['Trad'],170,1,,,California,Rattlesnake Canyon,1,1,"['5.8', '5.8+', '5.8', '5.10b', '5.12a/b', '5.10a', '5.7', '5.11a', '5.8-', '5.10b']",
Eureka!,3.7,7,5.12a/b,['Sport'],95,1,,,California,Rattlesnake Canyon,4,4,"['5.8', '5.8+', '5.8', '5.10b', '5.10a', '5.7', '5.11a', '5.11b', '5.8-', '5.10b']",
Ranch Hand,1.4,18,5.7,['Trad'],80,1,,,California,Corral Wall,3,3,"['5.8', '5.8+', '5.10c', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Corral Crack,1.6,18,5.7,['Trad'],60,1,,,California,Corral Wall,2,4,"['5.8', '5.8+', '5.10c', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Party in the West,1.4,5,5.8,['Trad'],70,1,,,California,Corral Wall,1,1,"['5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Wide Ride,1.5,2,5.8,['Trad'],60,1,,,California,Corral Wall,2,6,"['5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
A Fistfull of Poodles,1.6,9,5.8,['Trad'],60,1,,,California,Corral Wall,2,1,"['5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Herd Instinct,1.0,2,5.8,['Trad'],60,1,,,California,Corral Wall,1,0,"['5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Chuck Wagon Crack,1.5,23,5.8+,['Trad'],70,2,R,,California,Corral Wall,3,5,"['5.8', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
High Plains Drifter,1.9,33,5.9,['Trad'],40,1,,,California,Corral Wall,3,6,"['5.8', '5.8+', '5.10c', '5.7', '5.8', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Way Out West,2.0,1,5.9,['TR'],40,1,,,California,Corral Wall,1,0,"['5.8', '5.8+', '5.10c', '5.7', '5.8', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Only Outlaws Have Guns,2.0,24,5.9+,['Trad'],70,1,,,California,Corral Wall,3,9,"['5.8', '5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Report all Gunshot Wounds,0.7,3,5.10a,['Trad'],50,1,,,California,Corral Wall,2,1,"['5.8', '5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.9', '5.8', '5.10d']",
Six-Gun by My Side,2.5,63,5.10a,['Trad'],70,1,,,California,Corral Wall,4,9,"['5.8', '5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.9', '5.8', '5.10d']",
Party in the Desert,3.0,63,5.10b,['Trad'],70,1,,,California,Corral Wall,6,14,"['5.8', '5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Party till Ya' Puke,2.8,31,5.10b,['Trad'],70,1,,,California,Corral Wall,1,2,"['5.8', '5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
City Slickers,1.0,1,5.10c,['TR'],40,1,,,California,Corral Wall,1,0,"['5.8', '5.8+', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Wild Wild West,1.7,12,5.10d,['Sport'],60,1,,,California,Corral Wall,2,3,"['5.8', '5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8']",
Honky Justice,1.5,6,5.12a/b,['Trad'],50,1,,,California,Corral Wall,2,5,"['5.8', '5.8+', '5.10c', '5.7', '5.8', '5.9', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",
Watering Hole,1.0,1,5.1,['Trad'],45,1,,,California,Corral Wall,2,0,"['5.10a', '5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.6', '5.10', '5.8', '5.7']",
Hitchin' Post,1.2,5,5.6,['Trad'],80,1,,,California,Corral Wall,2,3,"['5.10a', '5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.10', '5.8', '5.7', '5.1']",
Necktie Party,1.0,4,5.6,['Trad'],60,1,,,California,Corral Wall,1,0,"['5.10a', '5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.10', '5.8', '5.7', '5.1']",
Shotgun Wedding,1.0,1,5.7,['Trad'],70,1,R,,California,Corral Wall,1,0,"['5.10a', '5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.6', '5.10', '5.8', '5.1']",
Pony Express,1.5,33,5.8,['Trad'],50,1,,,California,Corral Wall,1,9,"['5.10a', '5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.6', '5.10', '5.7', '5.1']",
Exfoliation Confrontation,2.4,58,5.9,['Trad'],80,1,,,California,Corral Wall,5,5,"['5.10a', '5.10a', '5.10a', '5.10b', '5.6', '5.6', '5.10', '5.8', '5.7', '5.1']",
Bucket Bronco,2.1,14,5.10a,['Trad'],60,1,,,California,Corral Wall,0,6,"['5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.6', '5.10', '5.8', '5.7', '5.1']",
Hang 'em High,2.0,22,5.10a,['Sport'],60,1,,,California,Corral Wall,2,2,"['5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.6', '5.10', '5.8', '5.7', '5.1']",
Czech Crack,2.0,21,5.10a,['Trad'],50,1,,,California,Corral Wall,2,2,"['5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.6', '5.10', '5.8', '5.7', '5.1']",
High Noon,1.7,10,5.10b,['Trad'],60,1,R,,California,Corral Wall,1,1,"['5.10a', '5.10a', '5.9', '5.10a', '5.6', '5.6', '5.10', '5.8', '5.7', '5.1']",
The Onion,1.0,1,5.10,['TR'],40,1,,,California,Corral Wall,1,0,"['5.10a', '5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.6', '5.8', '5.7', '5.1']",
Kill Them All and Let God Sort Them Out,1.0,1,5.8,['Trad'],80,1,,,California,Corral Wall,0,0,['5.9'],
Dead Man's Hand,2.5,2,5.9,['Trad'],60,1,,,California,Corral Wall,0,1,['5.8'],
Asia Carrera,2.0,2,5.10b,['Trad'],40,1,,,California,Rattlesnake Canyon,5,5,[],
Bulkhead Arete,2.7,3,5.10b,['Trad'],80,1,R,,California,Rattlesnake Canyon,2,1,['5.10d'],
Exiled in Sweden,2.0,3,5.10d,['Trad'],80,1,,,California,Rattlesnake Canyon,1,1,['5.10b'],
"You're the One For Me, Fatty",1.0,1,5.10c,['Trad'],80,1,,,California,Rattlesnake Canyon,2,0,['5.11c'],
Last of the Famous International Playboys,1.0,1,5.11c,['Trad'],80,1,R,,California,Rattlesnake Canyon,4,6,['5.10c'],
The KD Boulder Crack,1.0,1,5.10,['TR'],30,1,,,California,Rattlesnake Canyon,1,2,['5.10+'],
Love Comes in Spurts,1.0,2,5.10+,['Trad'],40,1,,,California,Rattlesnake Canyon,2,1,['5.10'],
The Little Big Man,0.7,3,5.9,['Trad'],100,1,,,California,Rattlesnake Canyon,1,4,"['5.11c', '5.9', '5.11d', '5.12a', '5.9', '5.10d', '5.10a']",
Custer's Last Stand,1.0,1,5.9,['Trad'],80,1,,,California,Rattlesnake Canyon,0,0,"['5.11c', '5.9', '5.11d', '5.12a', '5.9', '5.10d', '5.10a']",
The Flamboyant Arrow,1.3,3,5.9,['Trad'],140,1,,,California,Rattlesnake Canyon,2,7,"['5.11c', '5.9', '5.11d', '5.12a', '5.9', '5.10d', '5.10a']",
Welcome to Indian Country,2.0,1,5.10a,['Trad'],120,1,,,California,Rattlesnake Canyon,1,0,"['5.11c', '5.9', '5.9', '5.11d', '5.12a', '5.9', '5.10d']",
Tribal Gambling,1.0,2,5.10d,['Trad'],40,1,,,California,Rattlesnake Canyon,1,1,"['5.11c', '5.9', '5.9', '5.11d', '5.12a', '5.9', '5.10a']",
A Good Day to Die,3.0,3,5.11c,['Trad'],80,1,R,,California,Rattlesnake Canyon,2,2,"['5.9', '5.9', '5.11d', '5.12a', '5.9', '5.10d', '5.10a']",
The Last of the Gohegans,2.0,2,5.11d,['Trad'],80,1,,,California,Rattlesnake Canyon,1,0,"['5.11c', '5.9', '5.9', '5.12a', '5.9', '5.10d', '5.10a']",
The Little Big Horn,3.3,3,5.12a,['Trad'],120,1,,,California,Rattlesnake Canyon,2,2,"['5.11c', '5.9', '5.9', '5.11d', '5.9', '5.10d', '5.10a']",
Desert Whale,1.0,1,5.11b,['Sport'],40,1,,,California,Rattlesnake Canyon,2,0,['5.11b'],
Return To Hell,1.0,1,5.11b,['Sport'],30,1,,,California,Rattlesnake Canyon,0,0,['5.11b'],
Stink Steak,0.0,1,5.7,['Trad'],70,1,,,California,Rattlesnake Canyon,0,0,"['5.10a', '5.11b', '5.10a', '5.7+', '5.9', '5.10b', '5.10c', '5.7', '5.10b']",
The White Dihedral,1.0,1,5.7,['Trad'],100,1,,,California,Rattlesnake Canyon,0,0,"['5.10a', '5.11b', '5.10a', '5.7+', '5.9', '5.10b', '5.10c', '5.7', '5.10b']",
The Snakeye Pillar,2.0,3,5.7+,['Trad'],100,1,,,California,Rattlesnake Canyon,2,0,"['5.10a', '5.11b', '5.10a', '5.9', '5.10b', '5.7', '5.10c', '5.7', '5.10b']",
Split Tail,1.0,1,5.9,['Sport'],100,2,,,California,Rattlesnake Canyon,2,0,"['5.10a', '5.11b', '5.10a', '5.7+', '5.10b', '5.7', '5.10c', '5.7', '5.10b']",
Six Finger Fist,2.5,2,5.10a,['Trad'],80,1,,,California,Rattlesnake Canyon,3,1,"['5.11b', '5.10a', '5.7+', '5.9', '5.10b', '5.7', '5.10c', '5.7', '5.10b']",
High Tops (Cheops),1.8,4,5.10a,['Trad'],120,1,R,,California,Rattlesnake Canyon,2,1,"['5.11b', '5.10a', '5.7+', '5.9', '5.10b', '5.7', '5.10c', '5.7', '5.10b']",
Stink Finger,2.3,3,5.10b,['Sport'],100,1,,,California,Rattlesnake Canyon,2,0,"['5.10a', '5.11b', '5.10a', '5.7+', '5.9', '5.7', '5.10c', '5.7', '5.10b']",
Wrap That Rascal,1.5,2,5.10b,['Trad'],60,1,,,California,Rattlesnake Canyon,2,1,"['5.10a', '5.11b', '5.10a', '5.7+', '5.9', '5.7', '5.10c', '5.7', '5.10b']",
Unknown,0.0,1,5.10c,['Trad'],90,1,,,California,Rattlesnake Canyon,0,0,"['5.10a', '5.11b', '5.10a', '5.7+', '5.9', '5.10b', '5.7', '5.7', '5.10b']",
"Shake, Rattle And Roll",1.5,2,5.11b,['Trad'],160,2,,,California,Rattlesnake Canyon,1,0,"['5.10a', '5.10a', '5.7+', '5.9', '5.10b', '5.7', '5.10c', '5.7', '5.10b']",
Vajayjay,2.0,1,5.9,['Trad'],70,1,,,California,Rattlesnake Canyon,1,0,[],
Dora The Explorer,2.0,1,5.10b,['Trad'],90,1,,,California,Rattlesnake Canyon,2,0,"['5.11c', '5.11-', '5.11a']",
Waltzing Wern,2.0,6,5.11a,['Trad'],160,1,,,California,Rattlesnake Canyon,3,9,"['5.11c', '5.10b', '5.11-']",
Venous Vernish,2.0,1,5.11-,['Trad'],70,1,,,California,Rattlesnake Canyon,2,1,"['5.11c', '5.10b', '5.11a']",
After Becky,4.0,2,5.11c,['Trad'],160,1,,,California,Rattlesnake Canyon,0,2,"['5.10b', '5.11-', '5.11a']",
The Vacation Boge,0.7,3,5.8+,['Trad'],40,1,,,California,Rattlesnake Canyon,1,2,['5.10-'],
Fully Fledged,0.5,4,5.10-,['Trad'],50,1,,,California,Rattlesnake Canyon,2,3,['5.8+'],
Canadian Driftwood (aka The Man Who Shot Liberty Valance),3.7,3,5.9,['Trad'],250,2,,,California,Rattlesnake Canyon,3,4,"['5.10a', '5.10a', '5.10c']",
African Queen,2.0,1,5.10a,['Trad'],210,2,,,California,Rattlesnake Canyon,1,2,"['5.9', '5.10a', '5.10c']",
Feeling Mary,1.5,2,5.10a,['Trad'],210,2,,,California,Rattlesnake Canyon,1,3,"['5.9', '5.10a', '5.10c']",
The Hoosegow,3.0,2,5.10c,['Trad'],100,1,,,California,Rattlesnake Canyon,1,0,"['5.10a', '5.9', '5.10a']",
"We Aim To Please, So, Please Aim",1.5,2,5.7+,['Trad'],160,1,,,California,Rattlesnake Canyon,1,0,"['5.10-', '5.9+', '5.10a']",
Cooter,2.0,3,5.9+,['Trad'],300,3,,,California,Rattlesnake Canyon,2,1,"['5.10-', '5.10a', '5.7+']",
Too Old To Die Young (aka Cactus Pete's),1.0,1,5.10a,['Trad'],220,2,R,,California,Rattlesnake Canyon,1,2,"['5.10-', '5.9+', '5.7+']",
Bury Me With My Boots On,1.5,2,5.10-,['Trad'],300,3,R,,California,Rattlesnake Canyon,1,0,"['5.9+', '5.10a', '5.7+']",
Journey To The East,2.0,1,5.11b,['Trad'],40,1,,,California,Rattlesnake Canyon,0,2,[],
Peace Pipe,1.0,2,5.10b,['Trad'],40,1,,,California,Rattlesnake Canyon,0,1,['5.11a'],
Granite Dance,2.0,2,5.11a,['Trad'],40,1,,,California,Rattlesnake Canyon,4,0,['5.10b'],
Four Score,1.0,2,5.7,['Trad'],80,1,R,,California,Rattlesnake Canyon,0,1,"['5.10d', '5.10b']",
Vermicious Knids,1.0,1,5.10b,['Trad'],60,1,,,California,Rattlesnake Canyon,1,0,"['5.7', '5.10d']",
