name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Cave Dwellers,0.0,0,5.8,"['Trad', 'Aid']",100,1,,,California,Cave Corridor,1,0,"['5.9', '5.6', '5.8', '5.9', '5.7', '5.10b']",
Perfidious,2.3,4,5.6,"['Trad', 'Aid']",60,1,R,,California,Blob,3,6,"['5.11b', '5.13a', '5.10b/c']",
Outer Limit,1.0,1,5.6,"['Trad', 'Aid']",150,1,,,California,Hidden Valley C…,1,3,"['5.5', '5.3', '5.10c', '5.11a', '5.10b', '5.10c', '5.8', '5.10b', '5.11d', '5.8', '5.11a', '5.10a', '5.12+', '5.11d', '5.8', '5.11a', '5.10b', '5.10', '5.9', '5.6', '5.7', '5.8+', '5.8', '5.5', '5.10d', '5.10d', '5.10b', '5.3', '5.8', '5.10b', '5.11d', '5.11a/b', '5.6', '5.3', '5.10b', '5.6', '5.10c', '5.10b']",A3
Tons of Junk,2.5,2,5.11a/b,"['Trad', 'Aid']",70,1,,,California,Dihedral Rock,3,1,"['5.10a', '5.10a', '5.7', '5.10c/d', '5.12+', '5.12-', '5.11c']",
Army Armstrong,1.0,1,5.11b,"['Trad', 'Aid']",50,1,,,California,Real Hidden Valley,1,0,"['5.9', '5.10b', '5.9', '5.11b', '5.10b', '5.10b', '5.11a/b', '5.10d', '5.9', '5.12a', '5.12d', '5.9', '5.10b', '5.9', '5.10c']",
Amateur Sheep Shaggers (aka. A. S. S.),2.0,2,,"['Trad', 'Aid']",50,1,,,California,Desert Queen Mine,3,1,[],
New World Order,1.0,3,5.13b,"['Sport', 'Aid']",50,1,,,California,Virgin Islands…,3,7,[],A0
Ontology Recapitulates Phylogeny,2.0,3,5.11b,"['Trad', 'Aid']",110,2,,,California,Galapagos,1,4,['5.9'],A1
KP's Pot Belly,2.5,2,5.5,"['Trad', 'Aid']",60,1,,,California,Darwin Dome,1,1,"['5.8', '5.6', '5.6']",A2
North Face - Castle Dome,1.7,9,5.9,"['Trad', 'Aid']",600,7,,IV,California,Castle Crags,2,3,"['5.10d', '5.8+']",
Hangover,1.0,1,5.7,"['Trad', 'Aid']",30,1,,,California,Northeast Calif…,2,0,"['5.7', '5.6', '5.8', '5.9+', '5.8+', '5.9', '5.10c', '5.10', '5.7', '5.6', '5.10b', '5.10c']",
Elephunky Traverse,1.0,1,5.10a,"['Trad', 'Aid']",50,1,,,California,Burney Limeston…,0,0,"['5.10+', '5.10c', '5.10b', '5.11a', '5.12a/b']",
Sunshine Face Bolt Ladder 2,2.3,3,5.10a,"['Trad', 'Aid']",40,1,,,California,Burney Limeston…,0,0,"['5.10+', '5.10c', '5.10b', '5.11a', '5.12a/b']",
Sunshine Face Bolt Ladder 1,2.0,3,5.10a,"['Trad', 'TR', 'Aid']",100,1,,,California,Burney Limeston…,2,2,"['5.10+', '5.10c', '5.10b', '5.11a', '5.12a/b']",
If You Can (Project C1+/5.13-?),3.0,1,5.13-,"['Trad', 'Aid']",60,1,,,California,Northeast Calif…,1,0,"['5.10-', '5.3', '5.11b/c', '5.12d', '5.9', '5.9', '5.10a', '5.10a', '5.10b', '5.10', '5.12a', '5.12b/c', '5.10c', '5.10+', '5.12a', '5.10d', '5.11b', '5.10b/c', '5.12c', '5.11b', '5.10a', '5.11b', '5.11', '5.11c', '5.9']",
The Count,2.0,1,5.11d,"['Trad', 'Aid']",,1,,,California,(f) W Face Bulg…,0,0,"['5.11c', '5.11c', '5.11d', '5.11b/c', '5.11+', '5.12a', '5.11d', '5.12a/b', '5.11c', '5.10c', '5.12a/b', '5.7', '5.10a', '5.10b', '5.11a']",A0
Happy Hooker,4.0,1,5.11+,"['Trad', 'Aid']",400,5,R,,California,(f) W Face Bulg…,4,4,"['5.11c', '5.11d', '5.11c', '5.11d', '5.11b/c', '5.12a', '5.11d', '5.12a/b', '5.11c', '5.10c', '5.12a/b', '5.7', '5.10a', '5.10b', '5.11a']",A4-
Double Exposure,2.7,9,5.10b,"['Trad', 'Aid']",150,1,,,California,(l) Buttress of…,1,1,"['5.9', '5.10c', '5.12a', '5.11c', '5.10c', '5.11d', '5.8+', '5.10b', '5.12a', '5.13a', '5.10a', '5.10b', '5.10a', '5.8', '5.11b/c', '5.10c', '5.9', '5.10c/d', '5.12d', '5.10d', '5.9', '5.12a', '5.11b', '5.11c']",A1
Forest Lawn,3.3,3,5.10a,['Aid'],130,1,,,California,Suicide Rock,3,2,"['5.11c', '5.10a', '5.10a', '5.9', '5.6', '5.11b', '5.10a', '5.11a', '5.7', '5.11d', '5.12b', '5.11d']",
Mecca Godzilla,2.0,1,5.11a,"['Trad', 'Aid']",175,3,,,California,Suicide Rock,0,2,"['5.11b', '5.10d', '5.8', '5.10b']",A1
Euphoria,2.0,2,5.9,"['Trad', 'Aid']",200,2,,,California,(k) Sunshine Face,0,1,"['5.12c', '5.11b/c', '5.10d', '5.10c', '5.9', '5.6', '5.12b', '5.11a', '5.8', '5.11a', '5.13a', '5.10b', '5.11d', '5.12a']",A1
Victim of AIDS,3.1,22,5.12a,"['Trad', 'TR', 'Aid']",25,1,,,California,Mt Woodson,1,5,"['5.8', '5.7', '5.8', '5.10a']",
Hear My Train A Comin',3.3,34,5.11d,"['Trad', 'TR', 'Aid']",35,1,,,California,Mt Woodson,9,11,"['5.10a', '5.10c', 'V0+', '5.11a', 'V2']",
Lie Detector,3.1,40,5.12a/b,"['Trad', 'TR', 'Aid']",50,1,,,California,Mt Woodson,11,7,"['5.11a/b', '5.10a', 'V4-5']",
Clockwork Orange Seam,3.3,4,5.10a,"['Trad', 'Aid']",40,1,,,California,Mt Woodson,1,0,[],
Hollywood Shot,2.7,3,5.10b,"['Trad', 'Aid']",26,1,,,California,Mt Woodson,1,2,"['5.11a', '5.11c/d', '5.9+', '5.10a', 'V1', '5.11c', '5.12c', '5.11b/c', '5.12a', '5.10a', '5.7', '5.8', '5.11a', '5.12c', '5.11c', 'V2', '5.12c/d', '5.12a', '5.12+', '5.11a', '5.10c', '5.7', 'V3', '5.12b', '5.12a', '5.13a', '5.11b']",
Site Unseam,0.0,0,5.11c,"['Trad', 'Aid']",20,1,,,California,Mt Woodson,3,0,"['5.10d', '5.8+', 'V0-', '5.11c', 'V3-', '5.11a', '5.10d', '5.10d', '5.8', 'V-easy', '5.11+', '5.9', '5.10a/b', '5.10c', '5.10+', 'V5+', '5.12+', 'V6', '5.12a', '5.11a', '5.11b']",
A1 Route,1.0,1,5.10b,"['Trad', 'Aid']",30,1,,,California,Dixon Lake,1,2,"['5.7', '5.10-', '5.11c', '5.9', '5.11b']",
A3 Route,1.0,1,5.10b,"['Trad', 'Aid']",30,1,,,California,Dixon Lake,1,0,"['5.7', '5.10-', '5.11c', '5.9', '5.11b']",
Widows Rears,4.0,1,5.9,"['Trad', 'Aid', 'Ice']",20,1,,,California,S Mt Woodson,2,3,['V0+'],A1-
The Thumb Aid Climb,2.5,4,5.10c,['Aid'],35,1,,,California,Mission Gorge,1,2,"['5.12-', '5.6', '5.12a', '5.11c', '5.8', '5.9', '5.9', '5.10d', '5.8', '5.10b', '5.11a', '5.10a', '5.8', '5.10a', 'V0', '5.9', '5.9', '5.11a', '5.9', '5.10a', '5.10', '5.10c/d', '5.8', '5.10-', 'V0', '5.8', '5.11a', '5.7', '5.10a', '5.11a', '5.10b', '5.8', '5.12a', '5.10c', '5.9', '5.11c', '5.10a', '5.8', '5.8', '5.10c', '5.9', '5.11c', '5.12', '5.10b/c', '5.10b', '5.10d', '5.4', '5.9-', '5.10b', '5.12c', '5.11', '5.11b', '5.10c', '5.11b', '5.12a']",
Misbegotten,1.7,3,5.10c,['Aid'],40,1,,,California,Mission Gorge,1,2,"['5.12-', '5.6', '5.12a', '5.11c', '5.8', '5.9', '5.9', '5.10d', '5.8', '5.10b', '5.11a', '5.10a', '5.8', '5.10a', 'V0', '5.9', '5.9', '5.11a', '5.9', '5.10a', '5.10', '5.10c/d', '5.8', '5.10-', 'V0', '5.8', '5.11a', '5.7', '5.10a', '5.11a', '5.10b', '5.8', '5.12a', '5.10c', '5.9', '5.11c', '5.10a', '5.8', '5.8', '5.10c', '5.9', '5.11c', '5.12', '5.10b/c', '5.10b', '5.10d', '5.4', '5.9-', '5.10b', '5.12c', '5.11', '5.11b', '5.10c', '5.11b', '5.12a']",
Bolt Ladder,1.0,1,5.12a,"['Trad', 'Aid']",30,1,,,California,Midway Rocks,0,0,[],
The Follow Problem,3.8,6,5.4,['Aid'],90,1,,,California,El Cajon Mountain,6,1,[],
Bat Hooks Gone Wild,3.5,6,5.4,['Aid'],100,1,,,California,El Cajon Mountain,9,0,[],
Being and Nothingness,2.0,1,5.12a,"['Sport', 'Aid']",400,5,,III,California,Wedge,1,0,"['5.12+', '5.7+', '5.13-', '5.10d', '5.10c']",A0+
Chouca,0.6,7,5.7+,"['Sport', 'Aid']",90,1,,,California,Wedge,0,12,"['5.12a', '5.12+', '5.13-', '5.10d', '5.10c']",A5+
Super Air,1.9,7,5.10b,"['Sport', 'Aid']",55,1,,,California,McCain Valley,4,0,"['5.11', '5.7+', '5.8', '5.7', '5.9', '5.7', '5.10b/c', '5.10b', '5.9', '5.9', '5.8', '5.10a']",
Crack Up,2.8,4,5.10b,['Aid'],45,1,,,California,McCain Valley,0,0,"['5.11', '5.7+', '5.8', '5.7', '5.9', '5.7', '5.10b/c', '5.10b', '5.9', '5.9', '5.8', '5.10a']",
Upper Air,2.0,2,5.10b,['Aid'],,1,,,California,McCain Valley,1,1,"['5.11', '5.7+', '5.8', '5.7', '5.9', '5.7', '5.10b/c', '5.10b', '5.9', '5.9', '5.8', '5.10a']",
Where's The Breeze,3.0,4,5.10b,"['Trad', 'Aid']",65,1,R,,California,McCain Valley,3,0,"['5.11', '5.7+', '5.8', '5.7', '5.9', '5.7', '5.10b/c', '5.10b', '5.9', '5.9', '5.8', '5.10a']",A3
Rely on the Sky,2.0,1,V5-6,['Aid'],30,1,,,California,Magnolia Boulders,1,0,"['V0-', 'V0-', '5.11', 'V0']",
Hairline,1.0,1,5.10-,"['Trad', 'Aid']",80,1,X,,California,Eagle Creek Canyon,0,1,"['5.10d', '5.9', '5.10b', '5.9', '5.10a', '5.11a', '5.12a', '5.10a', '5.10b', '5.10b', '5.11c', '5.10c', '5.9', '5.10d', '5.10c', '5.8', '5.11+', '5.10a', '5.11d', '5.10d', '5.10d', '5.8', '5.12c']",A4-5
Bastille Buttress - Beckey Route,3.7,27,5.10d,"['Trad', 'Aid', 'Alpine']",2000,15,,V,California,14 - Whitney &…,28,12,"['5.11', '5.7', '5.10d', '5.6', '5.5', '5.8', '5.7']",A0
Direct South Face,2.4,8,5.7,"['Trad', 'Aid', 'Alpine']",2000,16,,V,California,14 - Whitney &…,10,7,"['5.10d', '5.11', '5.10d', '5.6', '5.5', '5.8', '5.7']",A0
The Winged Horse,0.0,0,5.8,"['Trad', 'Aid', 'Alpine']",,1,,III,California,14 - Whitney &…,0,0,['5.10-'],A3
Southwest Buttress,4.0,7,5.10,"['Trad', 'Aid', 'Alpine']",1000,12,R,V,California,14 - Whitney &…,0,6,[],
Triple Cracks Project,2.0,1,5.11,"['Trad', 'Aid', 'Alpine']",300,2,,,California,07 - Humphreys…,4,2,"['5.10b', '5.11a', '5.11b', '5.11b', '5.11']",
Dr. Bear Love Project,2.0,1,5.11a,"['Trad', 'Aid', 'Alpine']",800,4,,III,California,07 - Humphreys…,4,0,"['5.10b', '5.11b', '5.11', '5.11b', '5.11']",
Hai'nanu,3.0,1,5.10,"['Trad', 'Aid', 'Alpine']",4300,7,,V,California,05 - Convict La…,8,2,"['5.5', 'Easy 5th']",A2+
North Buttress,1.0,1,5.7,"['Trad', 'Aid', 'Alpine']",1900,12,,IV,California,Mt Morrison,8,1,"['4th', '5.8', '5.7', '3rd', '5.5', '5.10']",A2
Ground Control to Major McNeely,3.0,1,5.6,"['Trad', 'Aid']",100,1,X,,California,Sphinx Rock,1,1,"['5.12c/d', '5.11a/b', '5.10d']",A3+
The Visegrip,3.0,1,5.8,"['Trad', 'Aid']",50,1,,,California,Main Meadow,1,0,"['5.3', '5.10c', '5.10d', '5.10a', '5.9', '5.10c', '5.11d', '5.11b', '5.10a', '5.11c', '5.6', '5.10a', '5.5']",A1
Step right up to the Skull,0.0,0,5.9,"['Sport', 'Aid']",50,1,,,California,Skull,1,0,"['5.10b', '5.11a', '5.8', '5.6']",A1
Sons of the West,2.0,2,5.11,"['Trad', 'Aid']",600,6,,II,California,W Face,2,2,"['5.7', '5.9', '5.10a/b', '5.10a/b', '5.11a', '5.9', '5.11b', '5.8']",
Lucky 13 -to- GP Headwall -to- Rock Around the Clock,2.5,8,5.10a/b,"['Sport', 'Aid']",700,6,,III,California,W Face,3,8,"['5.7', '5.9', '5.10a/b', '5.11a', '5.9', '5.11b', '5.11', '5.8']",A0
Son of Dawn Wall,3.2,17,5.11b,"['Trad', 'Sport', 'Aid']",500,4,PG13,,California,W Face,5,14,"['5.7', '5.9', '5.10a/b', '5.10a/b', '5.11a', '5.9', '5.11', '5.8']",A0-1
West Face,3.6,203,5.7,"['Trad', 'Aid']",1000,11,,V,California,Leaning Tower Area,42,26,"['5.6', '5.7', '5.13-', '5.7']",
Rock Around the Clock,2.0,1,5.9,"['Sport', 'Aid']",250,2,,II,California,W Face,6,0,"['5.7', '5.10a/b', '5.10a/b', '5.11a', '5.9', '5.11b', '5.11', '5.8']",A1
Los Banditos,3.0,2,5.9,"['Trad', 'Aid']",450,1,,II,California,W Face,1,2,"['5.7', '5.10a/b', '5.10a/b', '5.11a', '5.9', '5.11b', '5.11', '5.8']",A1
Machete Direct,2.8,20,5.10a/b,"['Trad', 'Sport', 'Aid']",700,6,R,II,California,W Face,18,6,"['5.7', '5.9', '5.10a/b', '5.11a', '5.9', '5.11b', '5.11', '5.8']",A1
Bill's Bad Bolts,2.4,5,5.7,"['Sport', 'Aid']",300,3,,,California,W Face,0,1,"['5.9', '5.10a/b', '5.10a/b', '5.11a', '5.9', '5.11b', '5.11', '5.8']",A1
Premeditated,3.0,1,5.10c,"['Trad', 'Aid']",300,2,,II,California,W Side,3,4,"['5.7', '5.10d', '5.6', '5.11a', '5.10d', '5.9', '5.6', '5.5', '5.8', '5.9', '5.11a', '5.11b', '5.10a']",
Vertigo,1.4,9,5.11a,"['Trad', 'Aid']",70,1,,,California,Bishop Peak,5,9,"['5.11a', '5.12+', '5.11', '5.11d', '5.10', '5.11', '5.6', '5.10']",
Jonah,1.0,2,5.10d,['Aid'],20,1,,,California,Morro Bay Harbor,2,0,[],
If the cops come hide the camera,3.0,3,5.8,"['Trad', 'TR', 'Aid']",40,1,,,California,Artificial/Man-…,0,1,['5.11b/c'],
Tyrolean Traverse,1.0,1,5.0,['Aid'],40,1,,,California,Wagon Caves,1,0,['5.10b'],
Cori's Way,2.0,2,5.8,"['TR', 'Aid']",60,1,,,California,Shelf Ridge,1,0,['5.10d'],A0
Electric Boogie,1.0,1,5.5,"['Trad', 'Aid']",30,1,,,California,Conejo Mountain,3,1,"['5.7+', '5.9+', '5.10a', '5.9', '5.10+', '5.8', '5.9+', '5.7', '5.3', '5.10a/b', '5.11d', '5.11b', '5.7+', '5.10a/b', '5.10b/c', 'V0', '5.6', '5.3', '5.11+', '5.6', '5.6', '5.9+', '5.11c', '5.7', '5.7', '5.8', '5.10a/b', '5.7', '5.3']",
R and R,2.5,2,5.7+,"['Trad', 'TR', 'Aid']",15,1,,,California,Conejo Mountain,3,1,"['5.9+', '5.10a', '5.9', '5.10+', '5.8', '5.9+', '5.7', '5.3', '5.10a/b', '5.11d', '5.5', '5.11b', '5.7+', '5.10a/b', '5.10b/c', 'V0', '5.6', '5.3', '5.11+', '5.6', '5.6', '5.9+', '5.11c', '5.7', '5.7', '5.8', '5.10a/b', '5.7', '5.3']",
Minor Flaw,1.0,1,5.6,"['Trad', 'Aid']",40,1,,,California,Conejo Mountain,3,0,"['5.7+', '5.9+', '5.10a', '5.9', '5.10+', '5.8', '5.9+', '5.7', '5.3', '5.10a/b', '5.11d', '5.5', '5.11b', '5.7+', '5.10a/b', '5.10b/c', 'V0', '5.3', '5.11+', '5.6', '5.6', '5.9+', '5.11c', '5.7', '5.7', '5.8', '5.10a/b', '5.7', '5.3']",
Vlad. the Impaler,2.0,1,5.3,"['Trad', 'Aid']",18,1,,,California,Conejo Mountain,2,4,"['5.7+', '5.9+', '5.10a', '5.9', '5.10+', '5.8', '5.9+', '5.7', '5.10a/b', '5.11d', '5.5', '5.11b', '5.7+', '5.10a/b', '5.10b/c', 'V0', '5.6', '5.3', '5.11+', '5.6', '5.6', '5.9+', '5.11c', '5.7', '5.7', '5.8', '5.10a/b', '5.7', '5.3']",A1+
Danger: Diabolik,3.0,2,5.7+,"['Trad', 'TR', 'Aid']",35,1,,,California,Conejo Mountain,1,1,"['5.9+', '5.10a', '5.9', '5.10+', '5.8', '5.9+', '5.7', '5.3', '5.10a/b', '5.11d', '5.5', '5.11b', '5.7+', '5.10a/b', '5.10b/c', 'V0', '5.6', '5.3', '5.11+', '5.6', '5.6', '5.9+', '5.11c', '5.7', '5.7', '5.8', '5.10a/b', '5.7', '5.3']",
The Orbiter,2.0,1,5.7+,"['Trad', 'Aid']",50,1,PG13,,California,Conejo Mountain,2,1,"['5.9+', '5.10a', '5.9', '5.10+', '5.8', '5.9+', '5.7', '5.3', '5.10a/b', '5.11d', '5.5', '5.11b', '5.7+', '5.10a/b', '5.10b/c', 'V0', '5.6', '5.3', '5.11+', '5.6', '5.6', '5.9+', '5.11c', '5.7', '5.7', '5.8', '5.10a/b', '5.7', '5.3']",
Block Head,2.0,1,5.7+,['Aid'],20,1,,,California,Conejo Mountain,2,0,"['5.9+', '5.10a', '5.9', '5.10+', '5.8', '5.9+', '5.7', '5.3', '5.10a/b', '5.11d', '5.5', '5.11b', '5.7+', '5.10a/b', '5.10b/c', 'V0', '5.6', '5.3', '5.11+', '5.6', '5.6', '5.9+', '5.11c', '5.7', '5.7', '5.8', '5.10a/b', '5.7', '5.3']",
Left alongside Right Gully,2.5,2,5.3,"['Sport', 'TR', 'Aid']",70,1,,,California,Silver Lake,0,0,"['5.7+', '5.4', '5.8+', '5.7', '5.4', '5.4', '5.3', '5.6', '5.3', '5.4', '4th', '5.6', '5.3', '5.3', '5.10c']",
Go for it!,4.0,1,5.9,"['Trad', 'Aid']",800,6,X,IV,California,June Lake Area,6,0,[],
Poomerang,1.0,1,5.10c,"['Trad', 'Aid']",500,4,,,California,Scheelite Crags…,1,1,"['5.12', '5.9', '5.10a', '5.10a']",
For Shits And Giggles - MOG Tower,2.0,1,5.10,"['Trad', 'Aid', 'Alpine']",400,4,,,California,Wheeler Crest,3,0,"['5.10+', '5.10']",A3
Stormy Petrel,3.0,1,5.8,"['Trad', 'Aid', 'Alpine']",1000,7,,,California,Wheeler Crest,5,1,[],A0
Bush the Imbecile - Tranquility Wall,3.5,2,5.11a,"['Sport', 'Aid', 'Alpine']",600,4,,,California,Wheeler Crest,3,3,[],A0
Mean Streak,4.0,2,5.10c/d,"['Trad', 'Aid']",,10,R,IV,California,Whitney Portal,5,4,"['5.10', '5.12a', '5.10c', '5.10c', '5.10c', '5.10b', '5.12a']",A1
Beckey-Callis,2.0,1,5.10,"['Trad', 'Aid']",1200,11,,IV,California,Whitney Portal,6,0,"['5.12a', '5.10c', '5.10c/d', '5.10c', '5.10c', '5.10b', '5.12a']",A2
Ummagumma,3.4,5,5.7,"['Trad', 'Aid']",2500,1,,IV,California,Whitney Portal,6,3,[],A0
Fungiphobia,3.0,1,,"['Trad', 'Aid']",80,1,,,California,S Yuba River: 4…,1,0,[],
Heels Over Head,2.0,1,,['Aid'],45,1,,,California,Auburn SRA,4,0,[],
Royal Seam,2.0,1,V5,['Aid'],45,1,R,,California,Campground Boul…,0,0,"['V1', 'V4', 'V0', 'V1', 'V2', 'V3', 'V-easy', 'V3', 'V3']",A4+
Granite Zeppelin,2.0,2,5.11a,['Aid'],50,1,,,California,Phantom Spires,0,6,"['5.12a', '5.10d', '5.11', '5.10d', '5.10a', '5.10b', '5.10a', '5.9+', '5.7', '5.10a', '5.11d', '5.9', '5.11c', '5.10d', '5.6', '5.10d', '5.10b', '5.11b', '5.10d', '5.10a', '5.8+']",
The Winter Wall,2.0,2,5.8+,['Aid'],90,1,,,California,Sugarloaf Area,0,1,['5.10a/b'],
Whatchamadigit Crack,2.0,3,5.13a,"['Trad', 'TR', 'Aid']",35,1,,,California,Buck's Bar Dome,0,8,"['5.10c', '5.10+', '5.10', '5.9', '5.11', '5.6', '5.7', '5.8', '5.12b', '5.10', '5.4', '5.8+', '5.11', '5.10+', '5.10+', '5.8', '5.8', '5.8', '5.10-', '5.8', '5.10a/b']",
"""Not So Direct""",3.0,2,5.9,"['Trad', 'Aid']",1100,10,,IV,California,W Shore,1,1,[],A3
Banzai,4.0,1,5.12,"['Trad', 'Aid']",1500,10,,,California,Calaveras Dome,4,0,"['5.9', '5.9', '5.10d', '5.10b', '5.12', '5.11c', '5.12a', '5.11c', '5.11a', '5.11d', '5.11a', '5.11a', '5.11a', '5.10d', '5.11d', '5.11c/d', '5.9', '5.10+', '5.11', '5.10b']",A1-2
Medicine Man,3.0,2,5.11a,"['Trad', 'Aid']",600,8,R,III,California,Calaveras Dome,4,0,"['5.10+', '5.10c', '5.7', '5.10c/d', '5.10d', '5.10b', '5.8+', '5.11a', '5.9', '5.11b', '5.10d', '5.10b', '5.12d']",A0
Winter Prime,2.0,1,5.12,"['Sport', 'Aid']",60,1,,,California,Fortress,0,1,"['5.10c', '5.9', '5.8']",A0
Dont let me down,2.0,2,5.7,"['Trad', 'Aid']",80,1,,,California,Apron Crags,1,2,"['5.10c', '5.12b/c', '5.9-', '5.8+', '5.11c/d', '5.8+', '5.7+', '5.11a/b']",A3
Plastic Exploding Inevitable,3.3,6,5.10c,"['Trad', 'Aid']",,10,R,III,California,Fairview Dome,6,1,"['5.8', '5.12a', '5.10b', '5.10c/d', '5.8', '5.11a', '5.12', '5.12+', '5.11+', '5.9', '5.11a', '5.11a', '5.10a', '5.11b']",A4
Blackout (direct start),3.9,8,5.11b,"['Trad', 'Aid']",118,1,X,,California,Whizz Domes,2,1,"['5.12b', '5.12a', '5.12c']",A0
Mystery Achievement,3.0,1,5.10d,"['Sport', 'Aid']",120,1,PG13,,California,Daff Area,0,0,"['5.12a', '5.10c']",
The Fortress,4.0,1,5.11-,"['Trad', 'Aid']",700,8,,IV,California,Glen Aulin Area,1,0,"['5.11c', '5.12b', '5.9', '5.11d', '5.12c/d', '5.11c', '5.12-', '5.10a', '5.10b/c', '5.12b/c']",A2+
Kor Practice Aid Ladder,2.7,26,,['Aid'],40,1,,,California,Housekeeping,3,3,[],
The Hooker,2.0,14,,"['Trad', 'Aid']",40,1,,,California,Housekeeping,1,1,[],
Black Heads,1.0,1,5.11,"['Trad', 'Aid']",,1,,,California,k. Cascade Area,0,0,"['5.10b', '5.10a', '5.10b', '5.10d', '5.12a', '5.10b', '5.12c', '5.11d', '5.10b', '5.11b', '5.10d', '5.11a', '5.7', '5.10a', '5.11b', '5.9', '5.10a', '5.10b', '5.10', '5.8+', '5.8+', '5.10-', '5.11b', '5.8', '5.7', '5.10d', '5.10c', '5.12', '5.12a', '5.10c', '5.10d', '5.9', '5.10b', '5.10b', '5.11a', '5.12a', '5.8']",A0
Northwest Corner,2.0,1,5.7,"['Trad', 'Aid']",200,3,,II,California,Lower Merced Ri…,1,1,['5.13a'],
The Stigma,3.0,4,5.11b,"['Trad', 'Aid']",300,3,,,California,h. Cookie Area,2,1,"['5.12b', '5.10b', '5.10a', '5.11c', '5.11a', '5.10d', '5.11a', '5.10d', '5.12b', '5.9', '5.10a', '5.12a', '5.9', '5.9', '5.11c', 'V0+', '5.8', '5.11b', '5.9', '5.11b', '5.11a', '5.10c', '5.10c', '5.11', '5.11+', '5.13b/c', '5.12b', '5.10+', '5.9', '5.11', '5.10b', '5.10d', '5.11a', '5.10c']",
Tips,4.0,23,5.11+,"['Trad', 'Aid']",85,1,,,California,m. The Owl Area,6,4,"['5.10d', '5.12a', '5.9', '5.12a', '5.10a', 'V0', '5.9']",A0
Regular Northwest Face of Half Dome,3.9,357,5.9,"['Trad', 'Aid']",2200,23,,VI,California,Half Dome,79,72,[],
Growing Up,4.0,2,5.13a,"['Trad', 'Aid']",2000,21,,VI,California,Half Dome,1,4,['5.11+'],A0
Jericho Wall,2.8,4,5.8,['Aid'],1100,10,,V,California,Glacier Point A…,8,7,"['5.7', '5.5', '5.12a']",A2+
Epidemia de Opiáceos,4.0,1,5.7,"['Trad', 'Aid']",,8,,V,California,Glacier Point A…,13,1,"['5.5', '5.8', '5.12a']",A3-
