name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Brunette Torpedo,2.4,8,V3,['Boulder'],12,1,,,California,Chocolate Boulders,1,0,"['V2', 'V2', 'V-easy', 'V2', 'V0', 'V1']",
Sinfully Delicious,1.3,12,V-easy,['Boulder'],13,1,,,California,Chocolate Boulders,2,0,"['V3', 'V1', 'V4', 'V3', 'V0-']",
Tush,1.8,22,V0-,['Boulder'],12,1,,,California,Chocolate Boulders,5,1,"['V3', 'V1', 'V4', 'V-easy', 'V3']",
Bodacious Rail,2.1,15,V1,['Boulder'],15,1,,,California,Chocolate Boulders,5,0,"['V3', 'V4', 'V-easy', 'V3', 'V0-']",
Bodacious,2.0,3,V3,['Boulder'],15,1,,,California,Chocolate Boulders,3,0,"['V1', 'V4', 'V-easy', 'V3', 'V0-']",
Thin Face,1.6,8,V3,['Boulder'],15,1,,,California,Chocolate Boulders,4,0,"['V1', 'V4', 'V-easy', 'V3', 'V0-']",
Ghetto Booty,2.3,3,V4,['Boulder'],12,1,,,California,Chocolate Boulders,1,0,"['V3', 'V1', 'V-easy', 'V3', 'V0-']",
Chocolate Roof Right,2.1,8,V3,['Boulder'],20,1,,,California,Chocolate Boulders,1,0,"['V5', 'V4']",
Chocolate Roof Left,2.7,9,V4,['Boulder'],12,1,,,California,Chocolate Boulders,2,2,"['V5', 'V3']",
Chocolate Roof Center,2.6,5,V5,['Boulder'],12,1,,,California,Chocolate Boulders,1,0,"['V4', 'V3']",
The Choc-o-Roach,2.5,2,V-easy,['Boulder'],13,1,,,California,Chocolate Boulders,2,0,"['V-easy', 'V0+']",
Problem B,1.0,1,V0,['Boulder'],8,1,,,California,Miledi Boulders,0,0,['V1'],
Happy Feet,1.0,1,V0-,['Boulder'],12,1,,,California,Chocolate Boulders,3,0,[],
Warm-Down,1.0,4,V-easy,['Boulder'],10,1,R,,California,Miledi Boulders,0,0,"['V0', 'V4', 'V6', 'V3', 'V5', 'V-easy']",
Hoffmans Highman,1.0,1,V-easy,['Boulder'],20,1,R,,California,Miledi Boulders,0,0,"['V0', 'V4', 'V6', 'V3', 'V5', 'V-easy']",
Easy Bones,1.0,1,V0,['Boulder'],20,1,R,,California,Miledi Boulders,0,0,"['V-easy', 'V4', 'V6', 'V3', 'V5', 'V-easy']",
Miledi,3.7,10,V3,['Boulder'],25,1,R,,California,Miledi Boulders,4,4,"['V0', 'V-easy', 'V4', 'V6', 'V5', 'V-easy']",
K.D. Supreme,3.2,5,V4,['Boulder'],18,1,,,California,Miledi Boulders,2,0,"['V0', 'V-easy', 'V6', 'V3', 'V5', 'V-easy']",
Miledi (yabo),3.0,1,V5,['Boulder'],18,1,PG13,,California,Miledi Boulders,0,0,"['V0', 'V-easy', 'V4', 'V6', 'V3', 'V-easy']",
K.D. Supreme (yabo),4.0,1,V6,['Boulder'],15,1,PG13,,California,Miledi Boulders,0,0,"['V0', 'V-easy', 'V4', 'V3', 'V5', 'V-easy']",
Don't Puss,1.4,7,V0-,['Boulder'],18,1,,,California,Miledi Boulders,1,0,"['V0', 'V1', 'V3']",
Scratch Arete,1.7,6,V0,['Boulder'],18,1,,,California,Miledi Boulders,1,0,"['V0-', 'V1', 'V3']",
Scratch-N-Sniff,2.3,10,V1,['Boulder'],15,1,,,California,Miledi Boulders,1,1,"['V0-', 'V0', 'V3']",
Something For Nothing,1.0,1,V3,['Boulder'],18,1,,,California,Miledi Boulders,0,0,"['V0-', 'V0', 'V1']",
Frozen Mound,1.0,1,V1,['Boulder'],10,1,,,California,Miledi Boulders,1,0,['V2'],
Frozen Ground,0.0,1,V2,['Boulder'],10,1,,,California,Miledi Boulders,1,0,['V1'],
Zygote,0.5,2,V-easy,['Boulder'],10,1,,,California,Embryo Area,0,0,"['V4', 'V0-', 'V-easy']",
Blastula,1.0,2,V-easy,['Boulder'],15,1,PG13,,California,Embryo Area,0,0,"['V4', 'V0-', 'V-easy']",
Embryonic Journey,1.0,1,V0-,['Boulder'],10,1,,,California,Embryo Area,1,0,"['V-easy', 'V4', 'V-easy']",
The Embryo,2.8,6,V4,['Boulder'],12,1,,,California,Embryo Area,1,2,"['V-easy', 'V0-', 'V-easy']",
Blip,1.0,1,V-easy,['Boulder'],15,1,,,California,Embryo Area,0,1,"['V0-', 'V1', 'V-easy', 'V4', 'V1']",
Primer,1.0,1,V-easy,['Boulder'],15,1,,,California,Embryo Area,1,0,"['V0-', 'V1', 'V-easy', 'V4', 'V1']",
Blip Trip,1.0,2,V0-,['Boulder'],15,1,,,California,Embryo Area,0,0,"['V-easy', 'V1', 'V-easy', 'V4', 'V1']",
Zoom-O,1.0,2,V1,['Boulder'],8,1,,,California,Embryo Area,0,0,"['V-easy', 'V0-', 'V-easy', 'V4', 'V1']",
C-Section,2.0,1,V1,['Boulder'],8,1,,,California,Embryo Area,2,0,"['V-easy', 'V0-', 'V-easy', 'V4', 'V1']",
Quiff,1.0,1,V4,['Boulder'],15,1,,,California,Embryo Area,1,0,"['V-easy', 'V0-', 'V1', 'V-easy', 'V1']",
Dark Island,1.0,1,V-easy,['Boulder'],10,1,,,California,Embryo Area,2,0,"['V0-', 'V0', 'V0']",
Dragonhead,1.0,1,V0-,['Boulder'],10,1,,,California,Embryo Area,1,0,"['V-easy', 'V0', 'V0']",
Skullsplitter,2.0,1,V0,['Boulder'],12,1,,,California,Embryo Area,2,0,"['V-easy', 'V0-', 'V0']",
Northern Light,1.0,1,V0,['Boulder'],10,1,,,California,Embryo Area,2,0,"['V-easy', 'V0-', 'V0']",
West Entrance Warm-up,1.0,4,V-easy,['Boulder'],15,1,,,California,Quail Springs B…,3,0,"['V2', 'V1']",
West Entrance Slab,1.5,2,V1,['Boulder'],15,1,,,California,Quail Springs B…,2,1,"['V2', 'V-easy']",
West Entrance Problem,1.0,1,V2,['Boulder'],15,1,,,California,Quail Springs B…,1,0,"['V1', 'V-easy']",
Locker's Chimney,2.1,12,V-easy,['Boulder'],15,1,,,California,Trashcan Rock Area,2,0,"['V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V3', 'V0', 'V1']",
Hand Crack,1.4,9,V-easy,['Boulder'],15,1,,,California,Trashcan Rock Area,1,0,"['V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V3', 'V0', 'V1']",
Flake,1.4,10,V-easy,['Boulder'],15,1,,,California,Trashcan Rock Area,2,0,"['V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V3', 'V0', 'V1']",
Fist Crack,1.0,3,V-easy,['Boulder'],15,1,,,California,Trashcan Rock Area,2,0,"['V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V3', 'V0', 'V1']",
V0 Thin Crack,1.6,8,V0,['Boulder'],12,1,,,California,Trashcan Rock Area,1,0,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V3', 'V1']",
Name Forgotten,1.5,2,V0+,['Boulder'],15,1,,,California,Trashcan Rock Area,0,0,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V1', 'V3', 'V0', 'V1']",
Locker's Face,3.5,2,V1,['Boulder'],22,1,,,California,Trashcan Rock Area,1,2,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0+', 'V3', 'V0', 'V1']",
V1 Arete,1.2,5,V1,['Boulder'],12,1,,,California,Trashcan Rock Area,2,0,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0+', 'V3', 'V0', 'V1']",
Simpson Slap,2.0,4,V3,['Boulder'],15,1,,,California,Trashcan Rock Area,2,2,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V0', 'V1']",
Grab-Ass,1.3,4,V0,['Boulder'],12,1,,,California,Trashcan Rock Area,1,0,"['V0', 'V0', 'V0', 'V5', 'V2', 'V0']",
Moai,1.5,2,V0,['Boulder'],9,1,,,California,Trashcan Rock Area,1,0,"['V0', 'V0', 'V0', 'V5', 'V2', 'V0']",
Gripper Traverse,2.0,52,V0,['Boulder'],,1,,,California,Trashcan Rock Area,2,7,"['V0', 'V0', 'V0', 'V5', 'V2', 'V0']",
Block Problem,2.8,6,V0,['Boulder'],16,1,,,California,Trashcan Rock Area,2,0,"['V0', 'V0', 'V0', 'V5', 'V2', 'V0']",
Ripper,2.0,23,V2,['Boulder'],20,1,,,California,Trashcan Rock Area,5,5,"['V0', 'V0', 'V0', 'V0', 'V5', 'V0']",
Mr. Freeze,3.0,1,V5,['Boulder'],40,1,,,California,Trashcan Rock Area,1,3,"['V0', 'V0', 'V0', 'V0', 'V2', 'V0']",
Street Zen,2.0,1,V0+,['Boulder'],9,1,,,California,Trashcan Rock Area,1,0,[],
Rawhide,0.7,3,V-easy,['Boulder'],10,1,,,California,AFPA Rock Area,1,0,"['V4', 'V4', 'V0-', 'V1', 'V1', 'V1+', 'V1', 'V-easy', 'V5']",
Descent Route,1.0,2,V-easy,['Boulder'],15,1,,,California,AFPA Rock Area,1,1,"['V4', 'V4', 'V0-', 'V1', 'V1', 'V1+', 'V1', 'V-easy', 'V5']",
The Church of the Jack Lord,1.5,4,V0-,['Boulder'],20,1,R,,California,AFPA Rock Area,1,2,"['V4', 'V4', 'V-easy', 'V1', 'V1', 'V1+', 'V1', 'V-easy', 'V5']",
Greasy Elbow,1.3,4,V1,['Boulder'],15,1,,,California,AFPA Rock Area,0,0,"['V4', 'V4', 'V0-', 'V-easy', 'V1', 'V1+', 'V1', 'V-easy', 'V5']",
Elbow Grease,1.9,7,V1,['Boulder'],15,1,,,California,AFPA Rock Area,3,1,"['V4', 'V4', 'V0-', 'V-easy', 'V1', 'V1+', 'V1', 'V-easy', 'V5']",
Press Release,1.5,4,V1,['Boulder'],15,1,,,California,AFPA Rock Area,3,0,"['V4', 'V4', 'V0-', 'V-easy', 'V1', 'V1+', 'V1', 'V-easy', 'V5']",
Mainland Temple of the Perfect Wave,2.0,2,V1+,['Boulder'],20,1,PG13,,California,AFPA Rock Area,0,0,"['V4', 'V4', 'V0-', 'V-easy', 'V1', 'V1', 'V1', 'V-easy', 'V5']",
Bubblebutt,1.7,3,V4,['Boulder'],15,1,,,California,AFPA Rock Area,1,0,"['V4', 'V0-', 'V-easy', 'V1', 'V1', 'V1+', 'V1', 'V-easy', 'V5']",
Blort,1.4,5,V4,['Boulder'],15,1,,,California,AFPA Rock Area,1,0,"['V4', 'V0-', 'V-easy', 'V1', 'V1', 'V1+', 'V1', 'V-easy', 'V5']",
Boulder Crack,2.0,2,V0,['Boulder'],24,1,R,,California,AFPA Rock Area,1,0,[],
Chimney Problem,2.5,2,V-easy,['Boulder'],20,1,,,California,Outer Rim,0,0,"['V0', 'V-easy', 'V-easy', 'V4', 'V1+', 'V3', 'V5', 'V4', 'V0-']",
Easy 1,1.0,1,V-easy,['Boulder'],16,1,,,California,Outer Rim,0,0,"['V0', 'V-easy', 'V-easy', 'V4', 'V1+', 'V3', 'V5', 'V4', 'V0-']",
Easy 2,1.0,1,V-easy,['Boulder'],14,1,,,California,Outer Rim,0,0,"['V0', 'V-easy', 'V-easy', 'V4', 'V1+', 'V3', 'V5', 'V4', 'V0-']",
Ramp Line,1.0,1,V0-,['Boulder'],20,1,PG13,,California,Outer Rim,0,0,"['V-easy', 'V0', 'V-easy', 'V-easy', 'V4', 'V1+', 'V3', 'V5', 'V4']",
Crack Line,1.0,1,V0,['Boulder'],14,1,,,California,Outer Rim,0,0,"['V-easy', 'V-easy', 'V-easy', 'V4', 'V1+', 'V3', 'V5', 'V4', 'V0-']",
Garden of Earthly Delights - Stand,1.0,1,V1+,['Boulder'],15,1,,,California,Outer Rim,0,0,"['V-easy', 'V0', 'V-easy', 'V-easy', 'V4', 'V3', 'V5', 'V4', 'V0-']",
Geological Justice,2.0,1,V3,['Boulder'],15,1,,,California,Outer Rim,0,0,"['V-easy', 'V0', 'V-easy', 'V-easy', 'V4', 'V1+', 'V5', 'V4', 'V0-']",
Garden of Earthly Delights,2.0,1,V4,['Boulder'],15,1,,,California,Outer Rim,0,0,"['V-easy', 'V0', 'V-easy', 'V-easy', 'V1+', 'V3', 'V5', 'V4', 'V0-']",
Mulligan Line,2.0,1,V4,['Boulder'],16,1,,,California,Outer Rim,0,0,"['V-easy', 'V0', 'V-easy', 'V-easy', 'V1+', 'V3', 'V5', 'V4', 'V0-']",
Leather and Lace,3.7,3,V5,['Boulder'],25,1,,,California,Outer Rim,1,1,"['V-easy', 'V0', 'V-easy', 'V-easy', 'V4', 'V1+', 'V3', 'V4', 'V0-']",
Christina's Problem,1.3,4,V0,['Boulder'],10,1,,,California,Outer Rim,0,0,"['V4', 'V0-']",
Desert Teflon,1.6,5,V4,['Boulder'],10,1,,,California,Outer Rim,2,0,"['V0', 'V0-']",
Pork Chop,1.7,10,V0,['Boulder'],10,1,,,California,Lonely Stones 1,3,0,[],
"Loook mah, no hands!",1.0,1,V-easy,['Boulder'],12,1,,,California,Lonely Stones 1,1,0,"['V6', 'V5', 'V-easy', 'V1', 'V4']",
South Arête,1.8,5,V-easy,['Boulder'],10,1,,,California,Lonely Stones 1,1,1,"['V6', 'V5', 'V-easy', 'V1', 'V4']",
Unnamed Traverse,2.1,16,V4,['Boulder'],10,1,,,California,Lonely Stones 1,1,1,"['V6', 'V5', 'V-easy', 'V-easy', 'V1']",
Dream Sequence Direct,2.0,1,V5,['Boulder'],14,1,,,California,Lonely Stones 1,1,0,"['V6', 'V-easy', 'V-easy', 'V1', 'V4']",
Dream Sequence,3.3,21,V6,['Boulder'],13,1,,,California,Lonely Stones 1,3,4,"['V5', 'V-easy', 'V-easy', 'V1', 'V4']",
Unnamed V1,2.0,1,V1,['Boulder'],10,1,,,California,Lonely Stones 1,1,0,[],
The Fin,2.0,1,V1,['Boulder'],10,1,,,California,Lonely Stones 1,1,0,[],
Warm-up Rock,1.0,1,V0,['Boulder'],5,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Snake Charmer,2.0,1,V0,['Boulder'],20,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
The Man Who Smiled,1.0,1,V0,['Boulder'],10,1,,,California,Quail Springs B…,2,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Lay-Away Crack,1.0,1,V0-1,['Boulder'],8,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Pepelats,3.0,1,V1,['Boulder'],10,1,,,California,Quail Springs B…,3,1,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Funny Feet,1.0,1,V2,['Boulder'],8,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Dino Unknown,2.0,2,V2,['Boulder'],20,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Psycho Roof,2.0,1,V2,['Boulder'],20,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Scumbler Right,2.0,1,V2,['Boulder'],8,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Cindy's Route,1.0,1,V2,['Boulder'],10,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
The Bleeding Stone Bouldering,2.0,2,V2-3,['Boulder'],10,1,,,California,Quail Springs B…,2,0,"['V4', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Unknown Weinberg Route,1.0,1,V3,['Boulder'],12,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Psycho Crack,2.0,1,V3,['Boulder'],20,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Ricochet,2.0,1,V3,['Boulder'],10,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Good Day for a Snake,1.0,1,V3,['Boulder'],,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Unknown,1.0,1,V0+,['Boulder'],10,1,,,California,Lost Horse Boul…,0,0,"['V-easy', 'V-easy', 'V4']",
Psycho Slab,2.5,2,V4,['Boulder'],15,1,,,California,Quail Springs B…,1,0,"['V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Another Weinberg Problem,1.0,1,V4,['Boulder'],,1,,,California,Quail Springs B…,1,0,"['V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Scumbler Left,2.0,1,V4,['Boulder'],12,1,,,California,Quail Springs B…,1,0,"['V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
The Ejector,2.0,1,V4,['Boulder'],15,1,,,California,Quail Springs B…,1,0,"['V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
V50,2.0,1,V4,['Boulder'],12,1,,,California,Quail Springs B…,2,0,"['V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Psycho Dyno,2.0,1,V5,['Boulder'],20,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",
Alexandria,3.9,10,V6,['Boulder'],20,1,,,California,Loveland Boulde…,3,6,['V9'],
The River Nile,2.0,1,V9,['Boulder'],20,1,R,,California,Loveland Boulde…,1,1,['V6'],
Greenhorn Route,1.6,7,V-easy,['Boulder'],20,1,R,,California,Loveland Boulde…,1,2,"['V0', 'V0+', 'V3', 'V-easy', 'V3+', 'V4', 'V1']",
Enclave,1.3,3,V-easy,['Boulder'],20,1,,,California,Loveland Boulde…,1,0,"['V0', 'V0+', 'V3', 'V-easy', 'V3+', 'V4', 'V1']",
Autolith,1.0,3,V0,['Boulder'],20,1,,,California,Loveland Boulde…,1,0,"['V0+', 'V3', 'V-easy', 'V-easy', 'V3+', 'V4', 'V1']",
Browning Slab,2.3,3,V0+,['Boulder'],20,1,R,,California,Loveland Boulde…,0,0,"['V0', 'V3', 'V-easy', 'V-easy', 'V3+', 'V4', 'V1']",
Xenocryst,2.0,5,V1,['Boulder'],20,1,,,California,Loveland Boulde…,1,0,"['V0', 'V0+', 'V3', 'V-easy', 'V-easy', 'V3+', 'V4']",
Email,2.0,3,V3,['Boulder'],20,1,,,California,Loveland Boulde…,1,0,"['V0', 'V0+', 'V-easy', 'V-easy', 'V3+', 'V4', 'V1']",
Lotus Flower,2.7,3,V3+,['Boulder'],20,1,,,California,Loveland Boulde…,0,0,"['V0', 'V0+', 'V3', 'V-easy', 'V-easy', 'V4', 'V1']",
Psyche,4.0,8,V4,['Boulder'],20,1,,,California,Loveland Boulde…,4,1,"['V0', 'V0+', 'V3', 'V-easy', 'V-easy', 'V3+', 'V1']",
Lessons In Flight,2.0,1,V2,['Boulder'],20,1,,,California,Loveland Boulde…,2,0,[],
Unnamed .8,1.0,1,V-easy,['Boulder'],13,1,,,California,Loveland Boulde…,1,0,"['V-easy', 'V-easy']",
Unnamed .9,1.0,1,V-easy,['Boulder'],13,1,,,California,Loveland Boulde…,1,0,"['V-easy', 'V-easy']",
Unnamed V0,1.0,1,V-easy,['Boulder'],13,1,,,California,Loveland Boulde…,1,0,"['V-easy', 'V-easy']",
Cheese Whiz,1.0,2,V1,['Boulder'],13,1,,,California,Lost Horse Boul…,1,0,['V2'],
Velveeta,1.5,4,V2,['Boulder'],11,1,,,California,Lost Horse Boul…,3,0,['V1'],
Big Bud,2.0,1,V0,['Boulder'],24,1,R,,California,Lost Horse Boul…,1,0,[],
The Undertaker,2.0,6,V0+,['Boulder'],15,1,,,California,Hemingway Boulders,2,0,[],
Micro Arete,1.0,2,V-easy,['Boulder'],7,1,,,California,Hemingway Boulders,1,0,"['V0-', 'V0+', 'V0-', 'V1', 'V2', 'V1', 'V0']",
The Garden of Eden,1.2,5,V0-,['Boulder'],12,1,,,California,Hemingway Boulders,2,0,"['V0+', 'V0-', 'V-easy', 'V1', 'V2', 'V1', 'V0']",
Lost Generation,2.5,12,V0-,['Boulder'],15,1,,,California,Hemingway Boulders,2,1,"['V0+', 'V0-', 'V-easy', 'V1', 'V2', 'V1', 'V0']",
True at First Light,1.8,5,V0,['Boulder'],15,1,,,California,Hemingway Boulders,1,0,"['V0-', 'V0+', 'V0-', 'V-easy', 'V1', 'V2', 'V1']",
Islands in the Stream,2.0,4,V0+,['Boulder'],12,1,,,California,Hemingway Boulders,2,0,"['V0-', 'V0-', 'V-easy', 'V1', 'V2', 'V1', 'V0']",
The Torrents of Spring,1.0,2,V1,['Boulder'],12,1,,,California,Hemingway Boulders,2,1,"['V0-', 'V0+', 'V0-', 'V-easy', 'V2', 'V1', 'V0']",
The Snows of Kilimanjaro,2.4,5,V1,['Boulder'],15,1,,,California,Hemingway Boulders,2,1,"['V0-', 'V0+', 'V0-', 'V-easy', 'V2', 'V1', 'V0']",
To Have and Have Not,2.0,1,V2,['Boulder'],15,1,,,California,Hemingway Boulders,1,0,"['V0-', 'V0+', 'V0-', 'V-easy', 'V1', 'V1', 'V0']",
Oak Tree Slab,1.4,7,V-easy,['Boulder'],15,1,,,California,Hemingway Boulders,2,0,"['V2', 'V1']",
Oak Tree Mantle,1.5,4,V1,['Boulder'],8,1,,,California,Hemingway Boulders,1,0,"['V2', 'V-easy']",
