name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Problem H,1.7,3,V1,['Boulder'],8,1,,,California,Ice Cream Boulders,2,2,"['V-easy', 'V0-', 'V0', 'V1', 'V2+', 'V2', 'V1', 'V0+', 'V1', 'V2', 'V2']",
Problem F',2.5,2,V1,['Boulder'],12,1,,,California,Bachar Boulders,1,0,"['V0-', 'V0-', 'V0', 'V0-', 'V0+', 'V0+', 'V0', 'V2', 'V2', 'V2', 'V2', 'V3', 'V0+', 'V0', 'V0', 'V5', 'V3', 'V3']",
Drug Ascent,2.4,5,V0,"['TR', 'Boulder']",30,1,,,California,Deadman I,0,1,"['V4', '5.10c', 'V3', 'V0+']",
The Hole,3.2,6,V3,['Boulder'],15,1,PG13,,California,Deadman I,3,1,"['V4', '5.10c', 'V0', 'V0+']",
Center Face,2.0,1,V4,['Boulder'],35,1,PG13,,California,Deadman I,1,0,"['5.10c', 'V0', 'V3', 'V0+']",
Warm Up Face,2.0,2,V0-,['Boulder'],32,1,R,,California,Deadman II,1,0,"['V4', 'V3']",
Undercling Problem,3.5,2,V3,['Boulder'],20,1,,,California,Deadman II,2,0,"['V4', 'V0-']",
Belly Button,2.0,1,V4,['Boulder'],20,1,,,California,Deadman II,0,0,"['V3', 'V0-']",
Smooth Wall Arete,1.5,2,V2,['Boulder'],13,1,,,California,Deadman II,0,0,['V4'],
Smooth Wall,3.0,2,V4,['Boulder'],13,1,,,California,Deadman II,0,0,['V2'],
Warm Up Crack,1.6,13,V-easy,['Boulder'],10,1,,,California,Warm Up Area,1,0,"['V5', 'V6', 'V0', 'V3', 'V1', 'V0', 'V2', 'V3', 'V6']",
Desperate Times,1.0,2,V0,['Boulder'],10,1,,,California,Warm Up Area,1,0,"['V5', 'V6', 'V3', 'V1', 'V0', 'V2', 'V-easy', 'V3', 'V6']",
Left of Center,1.2,14,V1,['Boulder'],12,1,,,California,Warm Up Area,1,0,"['V5', 'V6', 'V0', 'V3', 'V0', 'V2', 'V-easy', 'V3', 'V6']",
Tree Problem,1.7,16,V2,['Boulder'],10,1,,,California,Warm Up Area,1,2,"['V5', 'V6', 'V0', 'V3', 'V1', 'V0', 'V-easy', 'V3', 'V6']",
Getting Warm,2.5,16,V3,['Boulder'],12,1,,,California,Warm Up Area,2,1,"['V5', 'V6', 'V0', 'V1', 'V0', 'V2', 'V-easy', 'V3', 'V6']",
Wet Ones,2.3,6,V3,['Boulder'],20,1,,,California,Warm Up Area,1,0,"['V5', 'V6', 'V0', 'V1', 'V0', 'V2', 'V-easy', 'V3', 'V6']",
Black Sabbath,2.2,10,V5,['Boulder'],10,1,,,California,Warm Up Area,3,2,"['V6', 'V0', 'V3', 'V1', 'V0', 'V2', 'V-easy', 'V3', 'V6']",
Wet Wonder,2.0,2,V6,['Boulder'],25,1,,,California,Warm Up Area,1,0,"['V5', 'V0', 'V3', 'V1', 'V0', 'V2', 'V-easy', 'V3', 'V6']",
Desperate Measures,2.0,1,V6,['Boulder'],25,1,,,California,Warm Up Area,1,0,"['V5', 'V0', 'V3', 'V1', 'V0', 'V2', 'V-easy', 'V3', 'V6']",
Bandicoots,1.0,3,V3,['Boulder'],10,1,,,California,Warm Up Area,1,0,['V4'],
Flash Bandito,1.5,2,V4,['Boulder'],10,1,,,California,Warm Up Area,1,0,['V3'],
Finger Buckets,3.2,5,V2,['Boulder'],15,1,,,California,Rd Boulder Area,2,0,"['V3', 'V4', 'V0', 'V2+', 'V1', 'V0', 'V6']",
Finger Buckets SDS,3.2,5,V3,['Boulder'],15,1,,,California,Rd Boulder Area,1,0,"['V2', 'V4', 'V0', 'V2+', 'V1', 'V0', 'V6']",
Mr Moore,2.3,3,V4,['Boulder'],12,1,,,California,Rd Boulder Area,1,0,"['V2', 'V3', 'V0', 'V2+', 'V1', 'V0', 'V6']",
Snake Plisken,2.0,1,V6,['Boulder'],20,1,,,California,Rd Boulder Area,0,1,"['V2', 'V3', 'V4', 'V0', 'V2+', 'V1', 'V0']",
Bachar Ladder,3.0,1,V5,['Boulder'],17,1,,,California,Rd Boulder Area,1,0,"['V9-', 'V6', 'V8', 'V6']",
The Road,4.0,1,V6,['Boulder'],17,1,,,California,Rd Boulder Area,0,1,"['V5', 'V9-', 'V8', 'V6']",
Fluttery Hartley,2.0,1,V6,['Boulder'],14,1,,,California,Rd Boulder Area,0,0,"['V5', 'V9-', 'V8', 'V6']",
Last Man Standing,3.0,1,V8,['Boulder'],17,1,,,California,Rd Boulder Area,0,0,"['V5', 'V9-', 'V6', 'V6']",
The Countdown,3.0,1,V9-,['Boulder'],17,1,,,California,Rd Boulder Area,0,0,"['V5', 'V6', 'V8', 'V6']",
[Redacted],2.0,3,V0+,['Boulder'],8,1,,,California,Warm Up Ridge,0,0,"['V0+', 'V1', 'V1', 'V0', 'V0-']",
Big Reach Arete,2.3,4,V0+,['Boulder'],12,1,,,California,Warm Up Ridge,1,0,"['V0+', 'V1', 'V1', 'V0', 'V0-']",
Jake's Traverse,2.0,2,V1,['Boulder'],20,1,,,California,Warm Up Ridge,1,0,"['V0+', 'V0+', 'V1', 'V0', 'V0-']",
Crunchy Face,1.0,2,V1,['Boulder'],10,1,,,California,Warm Up Ridge,0,0,"['V0+', 'V0+', 'V1', 'V0', 'V0-']",
Muffin Tops,2.4,7,V-easy,['Boulder'],15,1,,,California,Warm Up Ridge,1,0,"['V-easy', 'V-easy', 'V0', 'V0', 'V2', 'V0']",
Yosemite Girls,1.0,3,V0,['Boulder'],10,1,,,California,Warm Up Ridge,1,0,"['V-easy', 'V-easy', 'V-easy', 'V0', 'V2', 'V0']",
The Scoop,3.0,11,V2,['Boulder'],12,1,,,California,Warm Up Ridge,1,0,"['V-easy', 'V-easy', 'V-easy', 'V0', 'V0', 'V0']",
Spike,2.4,5,V2,['Boulder'],12,1,,,California,Warm Up Ridge,1,1,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0', 'V1', 'V0-', 'V0', 'V-easy', 'V2']",
Hammer,1.5,6,V2,['Boulder'],12,1,,,California,Warm Up Ridge,2,1,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0', 'V1', 'V0-', 'V0', 'V-easy', 'V2']",
The Human Sleeping Bag,2.0,2,V2,['Boulder'],12,1,,,California,Mad Max Area,2,1,"['V4', 'V2', 'V-easy', 'V1', 'V0']",
Feeding a Tic-Tac to a Whale,2.0,1,V2,['Boulder'],10,1,,,California,Mad Max Area,2,0,"['V4', 'V2', 'V-easy', 'V1', 'V0']",
Hotdog in a Hallway,2.0,1,V4,['Boulder'],12,1,,,California,Mad Max Area,4,0,"['V2', 'V2', 'V-easy', 'V1', 'V0']",
Zach's Problem,2.0,2,V4+,['Boulder'],10,1,,,California,Mad Max Area,0,1,['V0+'],
Problem C SDS,1.0,1,V0+,['Boulder'],10,1,,,California,Unknown Soldier…,0,0,"['V0', 'V0', 'V0']",
Insider 'er,2.0,3,V2,['Boulder'],8,1,,,California,Mad Max Area,1,0,"['V0-', 'V2', 'V0-', 'V-easy', 'V1']",
Problem A SDS,1.7,3,V2,['Boulder'],9,1,,,California,Mad Max Area,1,0,"['V0-', 'V2', 'V0-', 'V-easy', 'V1']",
"Blood, Sweat and Beers",1.8,4,V7,['Boulder'],14,1,,,California,Mad Max Area,1,1,['V8'],
"Blood, Sweat and Beers Low",1.3,3,V8,['Boulder'],15,1,,,California,Mad Max Area,1,1,['V7'],
Riley problem,1.6,5,V1,['Boulder'],15,1,,,California,Mad Max Area,1,0,"['V7', 'V3', 'V6', 'V4', 'V7', 'V5', 'V-easy', 'V-easy', 'V0-', 'V2', 'V7', 'V9']",
Riley Factor,1.8,4,V2,['Boulder'],12,1,,,California,Mad Max Area,1,0,"['V7', 'V3', 'V6', 'V4', 'V7', 'V5', 'V-easy', 'V-easy', 'V0-', 'V1', 'V7', 'V9']",
Apocalypse Now Stand,2.7,15,V3,['Boulder'],12,1,,,California,Mad Max Area,2,0,"['V7', 'V6', 'V4', 'V7', 'V5', 'V-easy', 'V-easy', 'V0-', 'V2', 'V1', 'V7', 'V9']",
Charlie Don't Surf,2.9,19,V4,['Boulder'],12,1,,,California,Mad Max Area,4,0,"['V7', 'V3', 'V6', 'V7', 'V5', 'V-easy', 'V-easy', 'V0-', 'V2', 'V1', 'V7', 'V9']",
Napalm Bomb,2.3,3,V5,['Boulder'],12,1,,,California,Mad Max Area,1,1,"['V7', 'V3', 'V6', 'V4', 'V7', 'V-easy', 'V-easy', 'V0-', 'V2', 'V1', 'V7', 'V9']",
Canned Goods,2.9,9,V6,['Boulder'],,1,,,California,Mad Max Area,0,1,"['V7', 'V3', 'V4', 'V7', 'V5', 'V-easy', 'V-easy', 'V0-', 'V2', 'V1', 'V7', 'V9']",
Mad Max,4.0,5,V7,['Boulder'],,1,,,California,Mad Max Area,2,1,"['V3', 'V6', 'V4', 'V7', 'V5', 'V-easy', 'V-easy', 'V0-', 'V2', 'V1', 'V7', 'V9']",
Apocalypse Now,2.8,5,V7,['Boulder'],,1,,,California,Mad Max Area,1,2,"['V3', 'V6', 'V4', 'V7', 'V5', 'V-easy', 'V-easy', 'V0-', 'V2', 'V1', 'V7', 'V9']",
War Pigs,2.0,1,V7,['Boulder'],,1,,,California,Mad Max Area,0,1,"['V3', 'V6', 'V4', 'V7', 'V5', 'V-easy', 'V-easy', 'V0-', 'V2', 'V1', 'V7', 'V9']",
Welcome to the Thunderdome,4.0,1,V9,['Boulder'],,1,,,California,Mad Max Area,0,1,"['V7', 'V3', 'V6', 'V4', 'V7', 'V5', 'V-easy', 'V-easy', 'V0-', 'V2', 'V1', 'V7']",
The Hour Glass,3.0,1,V1,['Boulder'],16,1,PG13,,California,No Hope / Big B…,0,0,['V1'],
Problem D SDS,1.0,1,V1,['Boulder'],16,1,,,California,No Hope / Big B…,1,0,"['V7', 'V-easy', 'V3', 'V0', 'V1']",
No Hope,1.5,4,V7,['Boulder'],14,1,,,California,No Hope / Big B…,1,0,"['V-easy', 'V3', 'V1', 'V0', 'V1']",
One Eyed,2.4,5,V6,['Boulder'],8,1,,,California,Fury Area,1,1,['V9'],
Two Moves of Fury,2.0,2,V9,['Boulder'],10,1,,,California,Fury Area,0,0,['V6'],
Judgement Day,4.0,1,V2,['Boulder'],20,1,R,,California,Fury Area,1,0,[],
Action Man,2.0,1,V1,['Boulder'],8,1,,,California,Unknown Soldier…,1,0,['V3'],
G.I. Joe,1.0,1,V3,['Boulder'],10,1,,,California,Unknown Soldier…,1,0,['V1'],
Blue Spot Slab,1.0,1,V-easy,['Boulder'],15,1,,,California,Unknown Soldier…,1,0,[],
Flaky Face Left,2.0,1,V3,['Boulder'],15,1,,,California,Razor Back Area,2,0,['V4'],
Flaky Face Right,2.0,1,V4,['Boulder'],12,1,,,California,Razor Back Area,2,0,['V3'],
Baby Back,1.0,1,V3,['Boulder'],12,1,,,California,Razor Back Area,1,0,['V4'],
Sarvey Problem,1.0,1,V4,['Boulder'],12,1,,,California,Razor Back Area,1,0,['V3'],
Crimp face,3.0,1,V1+,['Boulder'],,1,PG13,,California,June Lake Boul…,2,0,"['V2-3', 'V1+', 'V2', 'V3-4']",
Rail slide,2.0,1,V1+,['Boulder'],15,1,,,California,June Lake Boul…,1,0,"['V2-3', 'V1+', 'V2', 'V3-4']",
Shamrock,2.0,1,V2,['Boulder'],12,1,X,,California,June Lake Boul…,1,0,"['V1+', 'V2-3', 'V1+', 'V3-4']",
Narisara,2.0,1,V2-3,['Boulder'],15,1,,,California,June Lake Boul…,2,0,"['V1+', 'V1+', 'V2', 'V3-4']",
Unknown,2.0,1,V3-4,['Boulder'],12,1,,,California,June Lake Boul…,2,0,"['V1+', 'V2-3', 'V1+', 'V2']",
Choss Face,1.0,1,V3,['Boulder'],15,1,PG13,,California,Sasquatch Patch,2,0,"['V3-4', 'V7', 'V1', 'V5', 'V4', 'V6']",
Left of V1,1.5,2,V3-4,['Boulder'],8,1,,,California,Sasquatch Patch,0,0,"['V3', 'V7', 'V1', 'V5', 'V4', 'V6']",
Messin' with Sasquatch,2.5,4,V7,['Boulder'],15,1,,,California,Sasquatch Patch,0,2,"['V3', 'V3-4', 'V1', 'V5', 'V4', 'V6']",
Mara's Problem,2.0,2,V4,['Boulder'],10,1,,,California,Sasquatch Patch,1,0,"['V3', 'V1', 'V7']",
Sasquatch Gets Wasted,3.0,3,V7,['Boulder'],8,1,,,California,Sasquatch Patch,1,1,"['V4', 'V3', 'V1']",
Gigantopithecus,2.3,3,V7,['Boulder'],15,1,,,California,Sasquatch Patch,1,0,"['V2', 'V0']",
Problem G',1.0,1,V0+,['Boulder'],8,1,,,California,Ice Cream Boulders,0,0,"['V-easy', 'V0-', 'V0', 'V1', 'V1', 'V2+', 'V2', 'V1', 'V1', 'V2', 'V2']",
Problem E',2.0,1,V2+,['Boulder'],10,1,,,California,Ice Cream Boulders,1,1,"['V-easy', 'V0-', 'V0', 'V1', 'V1', 'V2', 'V1', 'V0+', 'V1', 'V2', 'V2']",
Ice Cream Arete,3.1,8,V5,['Boulder'],,1,,,California,Ice Cream Boulders,3,0,"['V5', 'V2', 'V3', 'V2', 'V1+']",
Cherry Garcia,2.0,1,V5,['Boulder'],15,1,,,California,Ice Cream Boulders,0,0,"['V5', 'V2', 'V3', 'V2', 'V1+']",
"Not So High, but High Enough",2.0,2,V0,['Boulder'],18,1,PG13,,California,Ice Cream Boulders,1,0,"['V1', 'V0', 'V2+', 'V1+', 'V-easy', 'V2']",
Waffle Cone,2.2,6,V4,['Boulder'],12,1,,,California,Ice Cream Boulders,0,2,[],
Problem B SDS,1.0,3,V7,['Boulder'],10,1,,,California,Ghetto,1,0,"['V5', 'V4']",
The Diamond Arete,2.7,3,V5,['Boulder'],12,1,,,California,Ghetto,2,0,['V7'],
The Diamond Arete SDS,1.7,3,V7,['Boulder'],12,1,,,California,Ghetto,1,1,['V5'],
High On Crack,3.0,2,V0,['Boulder'],15,1,,,California,Ghetto,1,0,[],
Dime Bag,2.7,6,V3,['Boulder'],10,1,,,California,Ghetto,2,0,"['V6', 'V4']",
Dope Man Short,2.0,2,V4,['Boulder'],8,1,,,California,Ghetto,1,0,"['V3', 'V6']",
Dope Man,2.5,2,V6,['Boulder'],12,1,,,California,Ghetto,1,0,"['V3', 'V4']",
Too Be,1.0,2,V1,['Boulder'],10,1,,,California,Ghetto,1,0,"['V6', 'V3', 'V2']",
Short Slab,1.0,1,V2,['Boulder'],12,1,,,California,Ghetto,1,0,"['V6', 'V3', 'V1']",
Dirty,1.0,1,V3,['Boulder'],10,1,,,California,Ghetto,1,0,"['V6', 'V2', 'V1']",
Cresent Face,2.0,1,V6,['Boulder'],14,1,,,California,Ghetto,2,0,"['V3', 'V2', 'V1']",
White and Nerdy,2.0,2,V6,['Boulder'],15,1,,,California,Ghetto,0,0,"['V7', 'V8']",
Riding Dirty,2.0,2,V7,['Boulder'],11,1,,,California,Ghetto,0,0,"['V8', 'V6']",
Riding Dirty Left,2.0,2,V8,['Boulder'],11,1,,,California,Ghetto,0,0,"['V7', 'V6']",
The Tiger,3.2,5,V7,['Boulder'],15,1,,,California,N Shore Drive,4,1,[],
Middle Path,3.0,2,V0,['Boulder'],23,1,R,,California,Fault Line,1,0,"['V1-', 'V0+', 'V2']",
Black & White,4.0,1,V0+,['Boulder'],25,1,R,,California,Fault Line,0,0,"['V1-', 'V0', 'V2']",
Arete Into Face,4.0,1,V1-,['Boulder'],23,1,R,,California,Fault Line,2,0,"['V0+', 'V0', 'V2']",
North Crack,2.5,2,V2,['Boulder'],20,1,PG13,,California,Fault Line,2,0,"['V1-', 'V0+', 'V0']",
Schneider's Roof,3.0,1,V4,['Boulder'],35,1,,,California,Fault Line,1,0,[],
Swiss Cheese Traverse,3.0,1,V5,['Boulder'],200,1,,,California,Potato Patch,0,0,['V8+'],
Big Cheese,4.0,1,V8+,['Boulder'],200,1,,,California,Potato Patch,1,0,['V5'],
Arete to Arete,2.7,29,V3,['Boulder'],20,1,PG13,,California,Rock Creek Boul…,4,5,"['V9', 'V6', 'V6', 'V10', 'V0', 'V0-', 'V4', 'V10', 'V7', 'V4']",
Weapon of Choice,3.2,70,V4,['Boulder'],14,1,,,California,Rock Creek Boul…,6,7,"['V3', 'V9', 'V6', 'V6', 'V10', 'V0', 'V0-', 'V10', 'V7', 'V4']",
Pull Down Like De Jesus,3.3,31,V4,['Boulder'],15,1,,,California,Rock Creek Boul…,6,11,"['V3', 'V9', 'V6', 'V6', 'V10', 'V0', 'V0-', 'V10', 'V7', 'V4']",
Off the Couch,2.1,10,V6,['Boulder'],17,1,,,California,Rock Creek Boul…,0,4,"['V3', 'V9', 'V6', 'V10', 'V0', 'V0-', 'V4', 'V10', 'V7', 'V4']",
Osama,3.1,29,V6,['Boulder'],12,1,,,California,Rock Creek Boul…,2,3,"['V3', 'V9', 'V6', 'V10', 'V0', 'V0-', 'V4', 'V10', 'V7', 'V4']",
