name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Heavy Direct,4.0,1,V12,['Boulder'],15,1,,,California,Tuolumne Bould…,0,0,"['V7', 'V9', 'V10', 'V9', 'V6', 'V9+']",
Ian's Prow,3.0,2,V6,['Boulder'],,1,,,California,Drug Dome Boulders,1,1,[],
For the Glory,4.0,2,V7,['Boulder'],,1,,,California,Drug Dome Boulders,1,1,['V8'],
Olde Glory,3.0,1,V8,['Boulder'],,1,,,California,Drug Dome Boulders,1,0,['V7'],
Slopers and Dopers,2.5,2,V4,['Boulder'],,1,,,California,Drug Dome Trees,1,0,[],
Leap of Faith,3.0,4,V3,['Boulder'],,1,,,California,Drug Dome Trees,1,0,[],
Hydroponics,2.5,2,V5,['Boulder'],,1,,,California,Drug Dome Trees,1,0,['V7'],
Ian's Face,2.0,1,V7,['Boulder'],,1,,,California,Drug Dome Trees,1,0,['V5'],
White Stuff,3.3,3,V7,['Boulder'],,1,,,California,Raisin Creek,1,2,[],
Spaceballs,3.0,2,V4,['Boulder'],,1,,,California,Raisin Creek,1,0,[],
Booze Bottle,4.0,1,V6,['Boulder'],,1,,,California,Ridge Top Boulders,1,0,"['V8', 'V7', 'V8']",
Booze Cruise,3.0,1,V7,['Boulder'],,1,,,California,Ridge Top Boulders,1,0,"['V6', 'V8', 'V8']",
Booze Bottle Sit,4.0,2,V8,['Boulder'],,1,,,California,Ridge Top Boulders,1,1,"['V6', 'V7', 'V8']",
Booze Cruise Sit,3.0,2,V8,['Boulder'],,1,,,California,Ridge Top Boulders,1,1,"['V6', 'V7', 'V8']",
Solo Endeavors Stand,3.0,3,V6,['Boulder'],,1,,,California,Tuolumne Bould…,1,1,"['V9', 'V7']",
Tank Crack,3.3,3,V7,['Boulder'],,1,,,California,Tuolumne Bould…,1,1,"['V9', 'V6']",
Solo Endeavors,3.5,2,V9,['Boulder'],,1,,,California,Tuolumne Bould…,1,1,"['V6', 'V7']",
Prince of Thieves,3.0,2,V6,['Boulder'],,1,,,California,Pennyroyal Boul…,1,1,[],
After Thoughts,2.5,2,V6,['Boulder'],,1,,,California,Pennyroyal Boul…,1,0,[],
Tik Tok,2.0,1,V0,"['Boulder', 'Alpine']",,1,,,California,Cathedral Range,1,0,"['V1', 'V0']",
Railway Cat,2.0,1,V0,"['Boulder', 'Alpine']",,1,,,California,Cathedral Range,1,0,"['V1', 'V0']",
Pachinko traverse,2.0,1,V1,"['Boulder', 'Alpine']",15,1,,,California,Cathedral Range,1,0,"['V0', 'V0']",
The Glass Pyramid downclimb,1.7,7,V-easy,['Boulder'],15,1,,,California,Camp 4 Boulders,1,0,"['V0', 'V4', 'V1', 'V2', 'V3']",
The Glass Pyramid Arete,2.7,22,V0,['Boulder'],15,1,,,California,Camp 4 Boulders,1,1,"['V-easy', 'V4', 'V1', 'V2', 'V3']",
Unnamed Face,2.0,1,V2,['Boulder'],10,1,,,California,Camp 4 Boulders,1,0,['V3'],
Unnamed Traverse,3.0,1,V2,['Boulder'],13,1,,,California,Camp 4 Boulders,1,1,"['V0', 'V-easy', 'V4', 'V1', 'V3']",
The Zschiesche Problem,1.8,5,V3,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V0', 'V-easy', 'V4', 'V1', 'V2']",
Smear Out,2.1,7,V4,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V0', 'V-easy', 'V1', 'V2', 'V3']",
Largo Lunge,2.7,48,V0-,['Boulder'],15,1,,,California,Camp 4 Boulders,2,0,"['V4', 'V0']",
The Jimmy Hendrix Experience,2.4,26,V0,['Boulder'],10,1,,,California,Camp 4 Boulders,0,0,"['V4', 'V0-']",
Bachar Cracker,3.9,119,V4,['Boulder'],,1,,,California,Camp 4 Boulders,10,3,"['V0', 'V0-']",
The Rebirthing,1.0,1,V3,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V6', 'V3', 'V12', 'V9', 'V5']",
5.9 slab problem,1.5,2,V0,['Boulder'],30,1,,,California,Camp 4 Boulders,0,0,"['V10', 'V4', 'V9', 'V9', 'V8', 'V10', 'V3']",
The Robbins Problem,3.4,5,V3,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V0', 'V10', 'V4', 'V9', 'V9', 'V8', 'V10']",
Bates Problem,3.1,8,V4,['Boulder'],20,1,,,California,Camp 4 Boulders,0,1,"['V0', 'V10', 'V9', 'V9', 'V8', 'V10', 'V3']",
Midnight Lightning,4.0,49,V8,['Boulder'],,1,,,California,Camp 4 Boulders,16,10,"['V0', 'V10', 'V4', 'V9', 'V9', 'V10', 'V3']",
Kauk Start,2.0,1,V9,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V0', 'V10', 'V4', 'V9', 'V8', 'V10', 'V3']",
Midnight Cowboy,1.0,1,V9,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V0', 'V10', 'V4', 'V9', 'V8', 'V10', 'V3']",
After Midnight,3.0,1,V10,['Boulder'],25,1,,,California,Camp 4 Boulders,1,3,"['V0', 'V4', 'V9', 'V9', 'V8', 'V10', 'V3']",
The Moffat Start,3.5,2,V10,['Boulder'],,1,,,California,Camp 4 Boulders,0,1,"['V0', 'V4', 'V9', 'V9', 'V8', 'V10', 'V3']",
Duck-Hit Traverse,3.0,1,V1,['Boulder'],20,1,,,California,Camp 4 Boulders,0,0,"['V5', 'V7', 'V6', 'V2']",
Ver's Werner,2.6,18,V2,['Boulder'],15,1,,,California,Camp 4 Boulders,0,1,"['V5', 'V1', 'V7', 'V6']",
Blue Suede Shoes,3.7,38,V5,['Boulder'],15,1,,,California,Camp 4 Boulders,5,1,"['V1', 'V7', 'V6', 'V2']",
Red Suede Shoes,3.7,3,V6,['Boulder'],,1,,,California,Camp 4 Boulders,2,0,"['V5', 'V1', 'V7', 'V2']",
Indian Rockers,2.5,2,V7,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V5', 'V1', 'V6', 'V2']",
Thriller,4.0,6,V9,['Boulder'],,1,,,California,Camp 4 Boulders,4,1,['V9'],
The Force,3.8,8,V9,['Boulder'],,1,,,California,Camp 4 Boulders,3,4,['V9'],
The Titanic,3.0,2,V5,['Boulder'],,1,,,California,Camp 4 Boulders,1,1,['V6'],
Battle of the Bulge,3.6,32,V6,['Boulder'],12,1,,,California,Camp 4 Boulders,1,1,['V5'],
Marco's Traverse,3.0,3,V1-,['Boulder'],10,1,,,California,Camp 4 Boulders,2,0,"['V5', 'V1', 'V5-6', 'V4']",
Initial Friction,3.5,54,V1,['Boulder'],15,1,,,California,Camp 4 Boulders,4,6,"['V5', 'V1-', 'V5-6', 'V4']",
Tendons Give,3.5,23,V4,['Boulder'],15,1,,,California,Camp 4 Boulders,1,0,"['V5', 'V1', 'V1-', 'V5-6']",
Cocaine Corner,3.8,45,V5,['Boulder'],15,1,,,California,Camp 4 Boulders,6,2,"['V1', 'V1-', 'V5-6', 'V4']",
Tendon Technique,3.0,1,V5-6,['Boulder'],15,1,,,California,Camp 4 Boulders,1,0,"['V5', 'V1', 'V1-', 'V4']",
Cave Corner,2.0,2,V0-,['Boulder'],12,1,,,California,Camp 4 Boulders,0,0,"['V12', 'V0+', 'V4', 'V2', 'V0-']",
Wine Traverse,3.4,7,V0-,['Boulder'],30,1,,,California,Camp 4 Boulders,0,1,"['V12', 'V0+', 'V4', 'V2', 'V0-']",
Donini Problem,3.3,6,V0+,['Boulder'],20,1,R,,California,Camp 4 Boulders,1,0,"['V0-', 'V12', 'V4', 'V2', 'V0-']",
Millis Mantle,2.0,3,V2,['Boulder'],12,1,,,California,Camp 4 Boulders,0,0,"['V0-', 'V12', 'V0+', 'V4', 'V0-']",
Hit Man,2.4,36,V4,['Boulder'],8,1,,,California,Camp 4 Boulders,1,2,"['V0-', 'V12', 'V0+', 'V2', 'V0-']",
Dominator,4.0,1,V12,['Boulder'],15,1,,,California,Camp 4 Boulders,0,0,"['V0-', 'V0+', 'V4', 'V2', 'V0-']",
Woodward Arete,3.0,3,V4,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,['V8'],
King Cobra,4.0,17,V8,['Boulder'],20,1,R,,California,Camp 4 Boulders,3,3,['V4'],
Fists of Glory,2.9,12,V0,['Boulder'],8,1,,,California,Camp 4 Boulders,2,0,"['V6', 'V1', 'V8']",
Chapman Overhang,2.6,27,V1,['Boulder'],,1,,,California,Camp 4 Boulders,2,0,"['V6', 'V0', 'V8']",
Ament Arete,3.2,29,V6,['Boulder'],10,1,,,California,Camp 4 Boulders,2,2,"['V1', 'V0', 'V8']",
Torque Spanner,3.5,19,V8,['Boulder'],8,1,,,California,Camp 4 Boulders,1,5,"['V6', 'V1', 'V0']",
Shiver Me Timbers,4.0,10,V5,['Boulder'],25,1,R,,California,Camp 4 Boulders,1,7,[],
Bruce Lee,3.6,5,V8,['Boulder'],20,1,,,California,Camp 4 Boulders,1,8,[],
Bear-Hug Mantle,2.7,15,V4,['Boulder'],7,1,,,California,Camp 4 Boulders,0,2,[],
Kor Workout,2.8,19,V3,['Boulder'],8,1,,,California,Camp 4 Boulders,2,1,"['V8', 'V5', 'V3']",
Kor Problem,3.3,68,V3,['Boulder'],15,1,,,California,Camp 4 Boulders,3,1,"['V8', 'V5', 'V3']",
Klingon,2.0,3,V5,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V8', 'V3', 'V3']",
Kauk-a-Holic,1.0,1,V8,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V5', 'V3', 'V3']",
The Shrink,2.5,6,V3,['Boulder'],10,1,,,California,Camp 4 Boulders,0,0,[],
Manual Labor,2.8,4,V0+,['Boulder'],150,1,,,California,Camp 4 Boulders,3,3,[],
15. Unnamed or (Shoe Polish),2.0,12,V-easy,['Boulder'],15,1,,V,California,Camp 4 Boulders,0,0,"['V-easy', 'V1']",
16. Unnamed,1.0,7,V-easy,['Boulder'],15,1,,V,California,Camp 4 Boulders,0,0,"['V-easy', 'V1']",
All Start Movie Mantel,1.9,8,V1,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V-easy', 'V-easy']",
Dirty Laundry,2.0,2,V3,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V6', 'V3', 'V12', 'V9', 'V5']",
The Font Problem,3.0,1,V6,['Boulder'],,1,,,California,Camp 4 Boulders,1,0,"['V3', 'V3', 'V12', 'V9', 'V5']",
Sex Factor X,3.0,2,V9,['Boulder'],,1,,,California,Camp 4 Boulders,1,0,"['V3', 'V6', 'V3', 'V12', 'V5']",
Scissors for Lefty,2.0,1,V12,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V3', 'V6', 'V3', 'V9', 'V5']",
Unnamed V3,2.5,15,V3,['Boulder'],8,1,,,California,Curry Village,1,0,"['V0', 'V0']",
The Guerin Problem,1.5,2,V4,['Boulder'],15,1,,,California,Camp 4 Boulders,0,0,['V3'],
Unnamed 58,1.0,1,V-easy,['Boulder'],10,1,,,California,Camp 4 Boulders,0,0,"['V0', 'V7-8', 'V-easy']",
Unnamed 56,1.0,1,V-easy,['Boulder'],8,1,,,California,Camp 4 Boulders,0,0,"['V0', 'V7-8', 'V-easy']",
Hug a Rock,2.5,11,V0,['Boulder'],,1,,,California,Camp 4 Boulders,0,0,"['V7-8', 'V-easy', 'V-easy']",
Kauk Slab,3.3,4,V7-8,['Boulder'],20,1,,,California,Camp 4 Boulders,1,4,"['V0', 'V-easy', 'V-easy']",
Hammerhead,3.5,6,V5,['Boulder'],17,1,,,California,Camp 4 Boulders,0,0,[],
The Thief's Dyno,3.0,3,V4,['Boulder'],,1,,,California,Camp 4 Boulders,1,0,"['V6', 'V9']",
Delicate Flower,3.0,1,V6,['Boulder'],,1,,,California,Camp 4 Boulders,1,0,"['V9', 'V4']",
Honor Among Thieves,4.0,1,V9,['Boulder'],,1,,,California,Camp 4 Boulders,1,0,"['V6', 'V4']",
Unnamed Arete,2.0,1,V3,['Boulder'],10,1,,,California,Camp 4 Boulders,1,0,['V2'],
Rail Runner,1.8,5,V-easy,['Boulder'],8,1,,,California,Curry Village,0,0,[],
Circuit Breaker,3.7,112,5.11b,"['TR', 'Boulder']",20,1,,,California,Curry Village,17,11,"['5.12b', 'V5', 'V2']",
Broken Circuit,3.0,1,5.12b,"['TR', 'Boulder']",20,1,,,California,Curry Village,1,0,"['V5', '5.11b', 'V2']",
Buckwheat,2.8,6,V4,['Boulder'],8,1,,,California,Curry Village,0,0,['V5'],
Your Move,2.5,2,V5,['Boulder'],6,1,,,California,Curry Village,0,1,['V4'],
New Deli Line,2.0,6,V0+,['Boulder'],10,1,,,California,Curry Village,1,0,"['V4-5', 'V1']",
New Delhi Freight Train,3.0,3,V4-5,['Boulder'],,1,,,California,Curry Village,2,1,"['V0+', 'V1']",
Unnamed Mantel,2.1,14,V2,['Boulder'],6,1,,,California,Curry Village,0,0,"['V3', 'V0', 'V2']",
The Angler,3.1,41,V3,['Boulder'],10,1,,,California,Curry Village,4,2,"['V0', 'V2', 'V2']",
Unnamed 1,1.3,6,V0,['Boulder'],,1,,,California,Swan Slab Boulders,0,0,"['V0-', 'V0-', 'V0-', 'V0', 'V1', 'V-easy', 'V-easy', 'V0-']",
Root Canal,3.5,16,V7,['Boulder'],,1,,,California,Curry Village,2,1,['V-easy'],
Zorro,3.4,99,V4,['Boulder'],12,1,,,California,Curry Village,2,4,"['V0', 'V5']",
Zorro Arete,2.6,16,V5,['Boulder'],13,1,,,California,Curry Village,0,1,"['V0', 'V4']",
